OBJECTID,id,asset_id,status,common_name,genus,species,variety,species_code,dbh,dbh_range,age,planted_date,canopy,canopy_m,health,height,height_m,legal,risk,riskid,structure,ule,vigour,circumference,overhead_cables,base_material,park_tree,private_tree,geom,lng,lat,approx_address,suburb,significant_tree,next_inspection_due,tpz,srz,removed_date,removed_reason,removed_notes,created_at,updated_at,Key,asset_file,Genus,MatchType,FinalAsset_LowPoly,FinalAsset_Realistic,FinalAsset_Schematic,FinalAsset_Fan,FinalAsset
9776,4660248,156145,Tree,Japanese Crepe Myrtle,Lagerstroemia,Fauriei,Town House,0,6,,Semi Mature,,<2m,0,Good,<5m,5,,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000A06F0B96EA52614054A0811E0B7441C0,138.591136,-34.90658933,Wellington Square - Kudnartu - Park Tree - Lagerstroemia Fauriei 'Town House',North Adelaide,No,15/04/2026 11:37,2,1.5,,,,24/07/2024,16/04/2025 11:37,LagerstroemiaFauriei,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
9840,4660312,156219,Tree,Kashmir Cypress,Cupressus,Cashmeriana,,0,72,,Mature,,,0,Good,10-20m,10,,Low,1,Good,> 20 years,Medium Vigour,2-3m,,,1,0,0101000020E610000085B69C4BF1526140E831EB41187441C0,138.591955,-34.90699028,Wellington Square - Kudnartu - Park Tree - Cupressus Torulosa,North Adelaide,Yes,1/05/2026 15:40,8.64,3,,,,24/07/2024,2/05/2025 15:40,CupressusCashmeriana,,,Genus fallback,assets/Trees/LowPoly/CupressusLeylandii.glb,assets/Trees/Realistic/CupressusLeylandii.glb,assets/Trees/Schematic/CupressusLeylandii.glb,assets/Trees/Fan/CupressusLeylandii.glb,assets/Trees/LowPoly/CupressusLeylandii.glb
9898,4660371,156293,Tree,Praire Crab Apple,Malus,Malus ioensis,,0,0,,,,,0,,,0,,,0,,,High Vigour,,,,1,0,0101000020E61000000259993A1953614049726D667C7441C0,138.5968297,-34.91004639,Park 29 - Tantutitingga - Park Tree - Malus Malus Ioensis 'Malus Ioensis',North Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024,1/05/2024 0:00,MalusMalus ioensis,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
9901,4660374,156296,Tree,Purple Cherry Plum,Prunus,Cerasifera,Nigra,0,4,,Juvenile,,2-5m,0,Good,<5m,0,,,0,Good,,High Vigour,Less than 1m,,,1,0,0101000020E6100000F87BD6F31D5361403D420FAD7C7441C0,138.5974063,-34.91005481,Park 29 - Tantutitingga - Park Tree - Lagerstroemia Indica,North Adelaide,No,24/07/2027 0:00,2,1.5,,,,24/07/2024,24/07/2024 0:00,PrunusCerasifera,,,Genus fallback,assets/Trees/LowPoly/PrunusArmeniaca.glb,assets/Trees/Realistic/PrunusArmeniaca.glb,assets/Trees/Schematic/PrunusArmeniaca.glb,assets/Trees/Fan/PrunusArmeniaca.glb,assets/Trees/LowPoly/PrunusArmeniaca.glb
9917,4660390,156312,Tree,White Cypress,Callitris,Collumnaris,,0,68,,Mature,,5-10m,0,Good,5-10m,10,,Low,1,Good,> 20 years,High Vigour,2-3m,,,1,0,0101000020E6100000D3009475EE526140FC0BB1B8077441C0,138.5916088,-34.90648564,Wellington Square - Kudnartu - Park Tree - Cupressus Sp.,North Adelaide,Yes,28/04/2026 10:32,8.16,2.93,,,,24/07/2024,29/04/2025 10:32,CallitrisCollumnaris,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10046,4660519,156445,Tree,Crab Apple,Malus,Transitoria,Royal Raindrops,0,5,,Juvenile,,<2m,0,Good,<5m,5,,,0,Good,,Medium Vigour,Less than 1m,,,1,0,0101000020E610000060D50FA015536140D375555E7A7441C0,138.5963898,-34.90998439,Park 29 - Tantutitingga - Park Tree - Malus Transitoria 'Royal Raindrops',North Adelaide,No,24/07/2027 0:00,2,1.5,,,,24/07/2024,24/07/2024 0:00,MalusTransitoria,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10112,4660585,162162,Tree,Kangaroo Island Paperbark,Melaleuca,Halmaturorum,,0,33,,Senescent,,2-5m,8,Poor,<5m,6,,,0,Good,,Medium Vigour,1-2m,,,1,0,0101000020E61000002D6409C65C536140DC02D74FDE7441C0,138.6050749,-34.91303442,Park 11 - Tainmuntilla -Park Tree - Melaleuca halmaturorum,Adelaide,No,24/07/2027 0:00,3.96,2.16,,,,24/07/2024,24/07/2024 0:00,MelaleucaHalmaturorum,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10114,4660587,163962,Tree,Golden Wattle,Acacia,Pycnantha,,0,0,,Mature,,,4,,,5,,,0,,,High Vigour,,,,1,0,0101000020E6100000C5C48B2AE85261405BCD7CFFCD7441C0,138.5908406,-34.91253656,Park 01 - Pirltawardli - Park Tree - Acacia Pycnantha,North Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024,1/05/2024 0:00,AcaciaPycnantha,,,Genus fallback,assets/Trees/LowPoly/AcaciaTortilis.glb,assets/Trees/Realistic/AcaciaTortilis.glb,assets/Trees/Schematic/AcaciaTortilis.glb,assets/Trees/Fan/AcaciaTortilis.glb,assets/Trees/LowPoly/AcaciaTortilis.glb
10115,4660588,163972,Tree,Maritime Pine,Pinus,Pinaster,,0,74,,Mature,,,9,Good,10-20m,17,,,0,Good,,High Vigour,2-3m,,,1,0,0101000020E6100000FE75B867E7526140F9D3EBBBC77441C0,138.5907477,-34.9123454,Park 01 - Pirltawardli - Park Tree - Pinus Pinaster,North Adelaide,No,24/07/2027 0:00,8.88,3.04,,,,24/07/2024,24/07/2024 0:00,PinusPinaster,,,Genus fallback,assets/Trees/LowPoly/PinusContorta.glb,assets/Trees/Realistic/PinusContorta.glb,assets/Trees/Schematic/PinusContorta.glb,assets/Trees/Fan/PinusContorta.glb,assets/Trees/LowPoly/PinusContorta.glb
10116,4660589,164065,Tree,Spindle Tree,Euonymus,Euonymus sp.,,0,0,,Mature,,,3,,,3,,,0,,,High Vigour,,,,1,0,0101000020E6100000D1E80E62E7526140AF0D709CEF7441C0,138.590745,-34.91356235,Park 01 - Pirltawardli - Park Tree - Euonymus Euonymus Sp.,North Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024,1/05/2024 0:00,EuonymusEuonymus sp.,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10117,4660590,164248,Tree,Cheese Tree,Glochidion,Ferdinandi,,0,63,,Mature,,,12,Good,5-10m,11,,,0,Good,,High Vigour,1-2m,,,1,0,0101000020E610000065B9B601E9526140F1193F43EE7441C0,138.5909432,-34.9135212,Park 01 - Pirltawardli - Park Tree - Glochidion Ferdinandi,North Adelaide,No,24/07/2027 0:00,7.56,2.84,,,,24/07/2024,24/07/2024 0:00,GlochidionFerdinandi,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10119,4660592,164616,Tree,Firewood Banksia,Banksia,Menziesii,,0,27,,Mature,,,4,Good,<5m,3,,,0,Good,,High Vigour,Less than 1m,,,1,0,0101000020E61000009ADCDE24FC526140B8695CCDF47441C0,138.5932793,-34.91372077,Park 01 - Pirltawardli - Park Tree - Banksia Menziesii,North Adelaide,No,24/07/2027 0:00,3.24,1.99,,,,24/07/2024,24/07/2024 0:00,BanksiaMenziesii,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10121,4660594,164921,Tree,Boobialla,Myoporum,Insulare,,0,0,,Semi Mature,,,4,,,4,,,0,,,Medium Vigour,,,,1,0,0101000020E61000006F905A72A6526140EE75F7A5237441C0,138.5828182,-34.9073379,Park 01 - Pirltawardli - Park Tree - Myoporum Insulare,North Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024,1/05/2024 0:00,MyoporumInsulare,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10139,4660612,156533,Tree,Maidenhair Tree,Unknown,Biloba,,0,14,,Juvenile,3/08/2022,2-5m,0,Good,<5m,0,,,0,Good,,High Vigour,Less than 1m,,,1,0,0101000020E610000093E34EE92053614012E96D22E97741C0,138.5977675,-34.9368022,Park 21 - Walyu Yarta - Veale -Park Tree - Unknown,Adelaide,No,1/05/2027 0:00,2,1.51,,,,1/05/2024,1/05/2024 0:00,UnknownBiloba,,,Genus fallback,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10217,4660691,156626,Tree,Fig,Ficus,Sp.,,0,0,,,,,0,,,5,,,0,,,Medium Vigour,,,,1,0,0101000020E610000051E6D5EFB85261406E377F1BFB7641C0,138.5850753,-34.92953819,Park 23 - Wirrarninthi - Park Tree - Ficus Sp.,Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024,1/05/2024 0:00,FicusSp.,,,Genus fallback,assets/Trees/LowPoly/FicusBenjamina.glb,assets/Trees/Realistic/FicusBenjamina.glb,assets/Trees/Schematic/FicusBenjamina.glb,assets/Trees/Fan/FicusBenjamina.glb,assets/Trees/LowPoly/FicusBenjamina.glb
10244,4660718,156654,Tree,Sallow Wattle,Acacia,Longifolia,,0,0,,,,,0,,,5,,,0,,,High Vigour,,,,1,0,0101000020E6100000C26C020CCB52614039162DA3857641C0,138.587286,-34.92595329,Park 24 - Tampawardli - Park Tree - Acacia Longifolia,Adelaide,No,1/05/2027 0:00,,,,Previously Removed,,1/05/2024,1/05/2024 0:00,AcaciaLongifolia,,,Genus fallback,assets/Trees/LowPoly/AcaciaTortilis.glb,assets/Trees/Realistic/AcaciaTortilis.glb,assets/Trees/Schematic/AcaciaTortilis.glb,assets/Trees/Fan/AcaciaTortilis.glb,assets/Trees/LowPoly/AcaciaTortilis.glb
10249,4660723,156659,Tree,Acacia Species,Acacia,Sp.,,0,0,,,,,0,,,5,,,0,,,Medium Vigour,,,,1,0,0101000020E610000048421141CB526140A794B63C7F7641C0,138.5873113,-34.92575797,Park 24 - Tampawardli - Park Tree - Acacia Sp.,Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024,1/05/2024 0:00,AcaciaSp.,,,Genus fallback,assets/Trees/LowPoly/AcaciaTortilis.glb,assets/Trees/Realistic/AcaciaTortilis.glb,assets/Trees/Schematic/AcaciaTortilis.glb,assets/Trees/Fan/AcaciaTortilis.glb,assets/Trees/LowPoly/AcaciaTortilis.glb
10254,4660728,156664,Tree,Queensland Umbrella Tree,Schinus,Actinophylla,,0,0,,,,,0,,,5,,,0,,,Medium Vigour,,,,1,0,0101000020E61000001BB5673BCB526140AFD87813707641C0,138.5873086,-34.92529529,Park 24 - Tampawardli - Park Tree - Schinus Actinophylla 'Schefflera Actinophylla',Adelaide,No,1/05/2027 0:00,,,,Previously Removed,,1/05/2024,1/05/2024 0:00,SchinusActinophylla,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10581,4661056,157022,Tree,Bunya Bunya Pine,Araucaria,Bidwilli,,0,52,,Mature,,10-20m,0,Good,10-20m,10,,,0,Good,,Low Vigour,1-2m,,,1,0,0101000020E6100000AF3209CD645361407FD27922427841C0,138.6060548,-34.93951827,Park 20 - Kurangga -Park Tree - Araucaria bidwilli,Adelaide,No,1/05/2027 0:00,6.24,2.62,,,,1/05/2024,1/05/2024 0:00,AraucariaBidwilli,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10665,4661140,157116,Tree,Black Cypress Pine,Callitris,Endlicheri,,0,14,,Mature,,2-5m,3,Good,<5m,5,,,0,Good,,High Vigour,Less than 1m,,,1,0,0101000020E610000043FDD3B29A5361405595C7E41E7841C0,138.6126341,-34.9384428,Park 18 - Wita Wirra -Park Tree - Callitris endlicheri,Adelaide,No,1/05/2027 0:00,2,1.51,,,,1/05/2024,1/05/2024 0:00,CallitrisEndlicheri,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10690,4661165,157145,Tree,Marri,Corymbia,Calophylla,,0,24,,Mature,,5-10m,3,Good,5-10m,10,,,0,Good,,Low Vigour,Less than 1m,,,1,0,0101000020E610000008AA46AF865361402C9E3888EF7741C0,138.610191,-34.93699744,Park 18 - Wita Wirra -Park Tree - Corymbia calophylla,Adelaide,No,1/05/2027 0:00,2.88,1.89,,,,1/05/2024,1/05/2024 0:00,CorymbiaCalophylla,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10705,4661180,157161,Tree,Brush Cherry,Syzygium,Australe,,0,85,,Mature,,10-20m,15,Good,10-20m,14,,,0,Good,,High Vigour,2-3m,,,1,0,0101000020E6100000E667D949735361407997E6B1C17741C0,138.6078233,-34.9355986,Park 18 - Wita Wirra - Osmond -Park Tree - Syzygium australe,Adelaide,No,1/05/2027 0:00,10.2,3.22,,,,1/05/2024,1/05/2024 0:00,SyzygiumAustrale,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10743,4661218,157204,Tree,Pink Gum,Eucalyptus,Fasciculosa,,0,25,,Mature,,5-10m,2,Good,5-10m,6,,,0,Good,,High Vigour,Less than 1m,,,1,0,0101000020E61000007EEF254304536140E37ED12FDB7741C0,138.5942703,-34.93637655,Park 21 West - Mirnu Wirra -Park Tree - Eucalyptus fasciculosa,Adelaide,No,1/05/2027 0:00,3,1.92,,,,1/05/2024,1/05/2024 0:00,EucalyptusFasciculosa,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
10771,4661246,157233,Tree,Gum-Barked Coolibah,Eucalyptus,Intertexta,,0,19,,Juvenile,,5-10m,0,Good,5-10m,0,,,0,Good,,Medium Vigour,Less than 1m,,,1,0,0101000020E6100000865FA05AF3526140979FA7431F7841C0,138.5922063,-34.93845411,Park 21 West - Mirnu Wirra -Park Tree - Eucalyptus intertexta,Adelaide,No,1/05/2027 0:00,2.28,1.71,,,,1/05/2024,1/05/2024 0:00,EucalyptusIntertexta,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
10891,4661366,157362,Tree,Yellow Bloodwood,Corymbia,Eximia,,0,34,,Mature,,5-10m,5,Average,5-10m,7,,Low,1,Average,5-10 years,High Vigour,1-2m,,,1,0,0101000020E6100000AFDAEB9352536140B3326D41E77441C0,138.6038303,-34.91330736,Park 10 - Warnpangga -Park Tree - Corymbia eximia,North Adelaide,No,24/02/2028 9:19,4.08,2.19,,,,24/07/2024,24/02/2025 9:19,CorymbiaEximia,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
10995,4661471,157481,Tree,Southern Mahogany,Eucalyptus,Botryoides,,0,60,,Mature,,5-10m,7,Good,5-10m,10,,Low,1,Good,> 20 years,Medium Vigour,1-2m,,,1,0,0101000020E610000030BEC3488A53614035B24C3B8C7441C0,138.6106304,-34.91052953,Park 10 - Warnpangga -Park Tree - Eucalyptus botryoides,North Adelaide,No,10/02/2028 13:47,7.2,2.78,,,,24/07/2024,10/02/2025 13:47,EucalyptusBotryoides,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
10996,4661472,157482,Tree,Black Gum,Eucalyptus,Aggregata,,0,40,,Mature,,5-10m,7,Average,5-10m,7,,Low,1,Good,10-20 years,Medium Vigour,1-2m,,,1,0,0101000020E610000013BFBDC689536140D8DA560E887441C0,138.6105684,-34.9104021,Park 10 - Warnpangga -Park Tree - Eucalyptus aggregata,North Adelaide,No,10/02/2028 13:44,4.8,2.34,,,,24/07/2024,10/02/2025 13:44,EucalyptusAggregata,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
11029,4661505,157518,Tree,Ghost Gum,Eucalyptus,Victrix,,0,32,,Semi Mature,,10-20m,3,Good,10-20m,7,,Low,1,Good,> 20 years,High Vigour,1-2m,,,1,0,0101000020E6100000D4EA50F28F536140D9F7D9AF587441C0,138.6113216,-34.90895651,Park 10 - Warnpangga -Park Tree - Eucalyptus victrix,North Adelaide,No,10/02/2028 13:06,3.84,2.13,,,,24/07/2024,10/02/2025 13:06,EucalyptusVictrix,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
11120,4661596,157614,Tree,Black-Tea Tree,Melaleuca,Bracteata,,0,85,,Mature,,5-10m,8,Good,5-10m,8,,Low,1,Average,> 20 years,High Vigour,2-3m,,,1,0,0101000020E610000021B1DD3D805361403D68D1964E7441C0,138.6094045,-34.90864835,Park 10 - Warnpangga -Park Tree - Melaleuca bracteata,North Adelaide,No,10/02/2028 11:38,10.2,3.22,,,,24/07/2024,10/02/2025 11:38,MelaleucaBracteata,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
11234,4661710,157742,Tree,Chinese Weeping Cypress,Cupressus,Funebris,,0,0,,Mature,,,12,,,14,,,0,,,Medium Vigour,,,,1,0,0101000020E6100000FF4F0F1BF653614013B555C5AB7741C0,138.6237922,-34.93492953,Park 16 - Pakapakanthi - Park Tree - Cupressus Funebris,Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024,1/05/2024 0:00,CupressusFunebris,,,Genus fallback,assets/Trees/LowPoly/CupressusLeylandii.glb,assets/Trees/Realistic/CupressusLeylandii.glb,assets/Trees/Schematic/CupressusLeylandii.glb,assets/Trees/Fan/CupressusLeylandii.glb,assets/Trees/LowPoly/CupressusLeylandii.glb
11313,4661789,157827,Tree,Yellow Box,Eucalyptus,Melliodora,,0,31,30-45cm,Semi Mature,,5-10m,0,Average,5-10m,0,,Low,1,Good,> 20 years,High Vigour,1-2m,,,1,0,0101000020E6100000AC137E46F55361404369DA8B097841C0,138.6236908,-34.93779133,Park 16 - Pakapakanthi - Park Tree - Eucalyptus Melliodora,Adelaide,No,1/09/2028 15:46,3.72,2.11,,,,1/05/2024,1/09/2025 15:46,EucalyptusMelliodora,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
11314,4661790,157828,Tree,Drooping Sheoak,Allocasuarina,Verticillata,,0,37,15-30cm,Semi Mature,,2-5m,0,Good,<5m,0,,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000C75FFF1AF5536140FEAC859B047841C0,138.6236701,-34.93764061,Park 16 - Pakapakanthi - Park Tree - Allocasuarina Verticillata,Adelaide,No,1/09/2028 15:49,4.44,2.27,,,,1/05/2024,1/09/2025 15:49,AllocasuarinaVerticillata,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
11315,4661792,157830,Removed,Sweet-Scented Hakea,Hakea,Drupacea,,0,0,,Semi Mature,,,2,,,3,,,0,,,Medium Vigour,,,,1,0,0101000020E6100000F123C852F5536140E8EDD7B60B7841C0,138.6236967,-34.93785749,Park 16 - Pakapakanthi - Park Tree - Hakea Drupacea,Adelaide,No,1/09/2028 15:38,,,1/09/2025 15:38,Previously Removed,,1/05/2024,1/09/2025 15:38,HakeaDrupacea,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
11709,4662194,158249,Removed,Blackwood,Acacia,Melanoxylon,,0,22,,Mature,,5-10m,1,Good,5-10m,6,,,0,Good,,High Vigour,Less than 1m,,,1,0,0101000020E6100000B52C04DEAE536140551D6AC2937641C0,138.6150961,-34.92638426,Park 15 - Ityamai-Itpina -Park Tree - Acacia melanoxylon,Adelaide,No,11/08/2028 14:05,2.64,1.82,11/08/2025 14:05,Previously Removed,,17/10/2024,11/08/2025 14:05,AcaciaMelanoxylon,,,Genus fallback,assets/Trees/LowPoly/AcaciaTortilis.glb,assets/Trees/Realistic/AcaciaTortilis.glb,assets/Trees/Schematic/AcaciaTortilis.glb,assets/Trees/Fan/AcaciaTortilis.glb,assets/Trees/LowPoly/AcaciaTortilis.glb
11790,4662276,158340,Tree,Kangaroo Island Narrow-Leaved Mallee,Eucalyptus,Cneorifolia,,0,45,,Mature,,5-10m,12,Average,5-10m,9,,Low,1,Average,10-20 years,High Vigour,1-2m,,,1,0,0101000020E610000052859A7C4E536140F9E33077B17441C0,138.6033309,-34.91166582,Park 10 - Warnpangga -Park Tree - Eucalyptus cneorifolia,North Adelaide,No,24/02/2028 9:58,5.4,2.46,,,,24/07/2024,24/02/2025 9:58,EucalyptusCneorifolia,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
11794,4662280,158344,Tree,Mexican Cypress,Cupressus,Lusitanica,,0,80,,Mature,,2-5m,12,Good,<5m,11,,,0,Good,> 20 years,High Vigour,2-3m,,,1,0,0101000020E6100000AD0A1EF04A5361405A0730FAC47441C0,138.6028977,-34.91226127,Park 10 - Warnpangga -Park Tree - Cupressus lusitanica,North Adelaide,No,24/02/2028 9:33,9.6,3.14,,,,24/07/2024,24/02/2025 9:33,CupressusLusitanica,,,Genus fallback,assets/Trees/LowPoly/CupressusLeylandii.glb,assets/Trees/Realistic/CupressusLeylandii.glb,assets/Trees/Schematic/CupressusLeylandii.glb,assets/Trees/Fan/CupressusLeylandii.glb,assets/Trees/LowPoly/CupressusLeylandii.glb
12035,4662521,158602,Tree,Red Box,Eucalyptus,Polyanthemos,,0,0,,Semi Mature,,,2,,,6,,,0,,,Medium Vigour,,,,1,0,0101000020E6100000DE808582C853614063631C2BCA7741C0,138.6182263,-34.93585719,Park 16 - Pakapakanthi - Park Tree - Eucalyptus Polyanthemos,Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024,1/05/2024 0:00,EucalyptusPolyanthemos,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
12368,4662857,158961,Tree,Dwarf Sugar Gum,Eucalyptus,Cladocalyx,"""Nana""",0,75,,Mature,,10-20m,16,Good,10-20m,13,,Low,1,Average,10-20 years,High Vigour,2-3m,,,1,0,0101000020E6100000F6BD3C539E536140A793CF9F747641C0,138.6130768,-34.92543409,Park 15 - Ityamai-Itpina -Park Tree - Eucalyptus sp.,Adelaide,No,25/08/2028 11:38,9,3.05,,,,17/10/2024,25/08/2025 11:38,EucalyptusCladocalyx,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
12440,4662930,159047,Tree,Port Jackson Pine,Callitris,Rhomboidea,,0,20,,Mature,,2-5m,1,Average,<5m,4,,Low,1,Good,10-20 years,High Vigour,Less than 1m,,,1,0,0101000020E61000006EF0CF56AF536140A508FC23847641C0,138.6151537,-34.92590761,Park 15 - Ityamai-Itpina -Park Tree - Callitris rhomboidea,Adelaide,No,30/07/2028 9:14,2.4,1.75,,,,17/10/2024,30/07/2025 9:14,CallitrisRhomboidea,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
