OBJECTID,id,asset_id,status,common_name,genus,species,variety,species_code,dbh,dbh_range,age,planted_date,canopy,canopy_m,health,height,height_m,legal,risk,riskid,structure,ule,vigour,circumference,overhead_cables,base_material,park_tree,private_tree,geom,lng,lat,approx_address,suburb,significant_tree,next_inspection_due,tpz,srz,removed_date,removed_reason,removed_notes,created_at,updated_at,Key,asset_file,Genus,MatchType,FinalAsset_LowPoly,FinalAsset_Realistic,FinalAsset_Schematic,FinalAsset_Fan,FinalAsset
1,3130663,186833,Tree,Not specified,Not specified,,,0,0,,,,,0,,,0,,,0,,,,,,,1,0,0101000020E6100000058651B5C2526140EE1CF3CF467641C0,138.5862681,-34.92403602,Park 25 - Narnungga - Park Tree - Pinus Halepensis,Adelaide,No,13/09/2024 0:00,,,,Previously Removed,,13/09/2021 0:00,13/09/2021 0:00,Not specified,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7,3150984,261837,Tree,Aleppo Pine,Pinus,Halepensis,,0,0,> 60cm,Mature,,10-20m,0,Good,10-20m,0,,Moderate,2,Fair,10-20 years,,2-3m,,,1,0,0101000020E61000007AF622FBDC52614072A83A3F207341C0,138.5894752,-34.8994216,"Adelaide Aquatic Centre, North Adelaide SA 5006, Australia",North Adelaide,No,17/01/2026 14:36,,,,,,3/05/2024 15:12,17/01/2025 14:36,PinusHalepensis,,,Genus fallback,assets/Trees/LowPoly/PinusContorta.glb,assets/Trees/Realistic/PinusContorta.glb,assets/Trees/Schematic/PinusContorta.glb,assets/Trees/Fan/PinusContorta.glb,assets/Trees/LowPoly/PinusContorta.glb
8,3550455,261839,Tree,Gum Tree,Eucalyptus,Sp.,Unknown,0,0,< 15cm,Juvenile,,<2m,0,Average,<5m,0,,Low,1,Good,> 20 years,,Less than 1m,,,0,0,0101000020E6100000568FA80EE1526140AADDA791337341C0,138.5899728,-34.90001126,"Padipadinyilla, North Adelaide SA 5006, Australia",North Adelaide,No,17/01/2028 14:36,,,,,,9/05/2024 8:15,17/01/2025 14:36,EucalyptusSp.,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
12,3550653,261843,Tree,River Red Gum,Eucalyptus,Camaldulensis,,0,0,15-30cm,Semi Mature,,5-10m,0,Good,<5m,0,,Low,1,Fair,10-20 years,,Less than 1m,,,1,0,0101000020E6100000A4C34318DF5261402CC1DAFF1D7341C0,138.5897333,-34.89935301,,North Adelaide,No,17/06/2028 8:06,,,,,,9/05/2024 9:16,17/06/2025 8:06,EucalyptusCamaldulensis,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
14,3550905,261845,Tree,Harkness Bottlebrush,Callistemon,Citrinus x viminalis,,0,0,< 15cm,Juvenile,,<2m,0,Good,<5m,0,,Low,1,Good,10-20 years,,Less than 1m,,,1,0,0101000020E6100000EE47C4733A536140C9C5BD9ED47341C0,138.6008853,-34.90492615,"The Glover Playground, North Adelaide SA 5006, Australia",North Adelaide,No,17/01/2028 14:36,,,,,,9/05/2024 10:18,17/01/2025 14:36,CallistemonCitrinus x viminalis,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
15,3551199,261846,Tree,Silky Oak,Grevillea,Robusta,,0,0,< 15cm,Juvenile,19/06/2025 9:26,<2m,0,Good,<5m,0,,Low,1,Good,> 20 years,,Less than 1m,,,1,0,0101000020E6100000295C8FC2355361400B56E6F7C77341C0,138.6003125,-34.90454005,,North Adelaide,No,19/06/2028 9:26,,,,,,9/05/2024 12:19,19/06/2025 9:26,GrevilleaRobusta,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
16,3551271,261847,Tree,Tuckeroo,Cupaniopsis,Anacardioides,,0,4,< 15cm,Juvenile,,<2m,0,Good,<5m,0,,Low,1,Good,> 20 years,,Less than 1m,,,1,0,0101000020E6100000359CF01AAD536140A04820F33B7641C0,138.614881,-34.92370452,,Adelaide,No,8/08/2028 13:24,2,1.5,,,,9/05/2024 12:58,8/08/2025 13:24,CupaniopsisAnacardioides,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
19,3551290,261850,Tree,Chinese Pistache,Pistacia,Chinensis,,0,11,< 15cm,Juvenile,,2-5m,0,Good,<5m,0,,Low,1,Fair,10-20 years,,Less than 1m,,,1,0,0101000020E61000006C83A835AC536140AD29773C397641C0,138.6147717,-34.92362171,,Adelaide,No,8/08/2028 13:29,2,1.5,,,,9/05/2024 13:02,8/08/2025 13:29,PistaciaChinensis,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
25,3551319,261856,Tree,Jacaranda,Jacaranda,Mimosifolia,,0,13,< 15cm,Semi Mature,,2-5m,0,Good,<5m,0,,Low,1,Good,> 20 years,,Less than 1m,,,1,0,0101000020E610000006B243A1AA5361401C98DC28327641C0,138.6145789,-34.92340575,,Adelaide,No,8/08/2028 13:39,2,1.5,,,,9/05/2024 13:10,8/08/2025 13:39,JacarandaMimosifolia,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
26,3551327,261857,Tree,Native Frangipani,Hymenosporum,Flavum,,0,7,< 15cm,Young,,2-5m,0,Average,5-10m,0,,Low,1,Good,10-20 years,,Less than 1m,,,1,0,0101000020E610000039AB2E75AA536140EE76DE422E7641C0,138.6145578,-34.92328678,"Rundle Road, Adelaide SA 5000, Australia",Adelaide,No,8/08/2028 13:42,2,1.5,,,,9/05/2024 13:13,8/08/2025 13:42,HymenosporumFlavum,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
31,3551345,261862,Tree,Lemon-scented Myrtle,Backhousia,Citriodora,,0,3,< 15cm,Young,,<2m,0,Average,<5m,0,,Low,1,Good,10-20 years,,Less than 1m,,,1,0,0101000020E6100000B8414871A9536140A0E7CBE2307641C0,138.6144339,-34.92336688,,Adelaide,No,8/08/2028 13:48,2,1.5,,,,9/05/2024 13:23,8/08/2025 13:48,BackhousiaCitriodora,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
36,3551364,261868,Tree,South Australian Blue Gum,Eucalyptus,Leucoxylon ssp. leucoxylon,,0,12,< 15cm,Young,,2-5m,0,Good,5-10m,0,,Low,1,Good,> 20 years,,Less than 1m,,,0,0,0101000020E6100000960CBE38AA5361406ECD4EED297641C0,138.614529,-34.92315451,,Adelaide,No,8/08/2028 13:50,2,1.5,,,,9/05/2024 13:33,8/08/2025 13:50,EucalyptusLeucoxylon ssp. leucoxylon,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
38,3563663,261870,Tree,Wilga,Geijera,Parviflora,,0,8,< 15cm,Semi Mature,,<2m,1,Poor,<5m,2,,Low,1,Good,5-10 years,,Less than 1m,,,1,0,0101000020E610000048D89EF6A7536140EBE67F45C07641C0,138.6142533,-34.92774266,,Adelaide,No,25/08/2028 6:52,2,1.5,,,,10/05/2024 8:36,25/08/2025 6:52,GeijeraParviflora,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
46,3566738,261878,Tree,Smooth-Barked Apple Myrtle,Angophora,Costata,,0,0,< 15cm,Young,,2-5m,0,Average,5-10m,0,,Low,1,Fair,10-20 years,,Less than 1m,,,1,0,0101000020E610000008D493E0AA53614090A03A4EB87641C0,138.614609,-34.92749956,,Adelaide,No,17/01/2028 14:37,,,,,,10/05/2024 9:17,17/01/2025 14:37,AngophoraCostata,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
49,3607751,261881,Tree,Crepe Myrtle,Lagerstroemia,Indica,Unknown,0,0,< 15cm,Juvenile,,<2m,0,Average,<5m,0,,Low,1,Good,10-20 years,,Less than 1m,,,0,0,0101000020E61000005D81F0BA81536140EA80FB6C2A7441C0,138.6095862,-34.90754473,"3 Colley St, North Adelaide SA 5006, Australia",North Adelaide,No,17/01/2028 14:37,,,,,,10/05/2024 13:26,17/01/2025 14:37,LagerstroemiaIndica,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
67,3694577,261899,Tree,Pin Oak,Quercus,Palustris,,0,0,< 15cm,Juvenile,,<2m,0,Good,<5m,0,,Low,1,Good,10-20 years,,Less than 1m,,,1,0,0101000020E6100000EF17797A8153614010EA43931B7841C0,138.6095555,-34.93834153,"Adelaide Parklands (Park 19), B26, Adelaide SA 5000, Australia",Adelaide,No,17/01/2028 14:38,,,,,,14/05/2024 12:56,17/01/2025 14:38,QuercusPalustris,,,Genus fallback,assets/Trees/LowPoly/QuercusRubra.glb,assets/Trees/Realistic/QuercusRubra.glb,assets/Trees/Schematic/QuercusRubra.glb,assets/Trees/Fan/QuercusRubra.glb,assets/Trees/LowPoly/QuercusRubra.glb
69,3695167,261901,Tree,Dutch Elm,Ulmus,Hollandica,,0,0,> 60cm,Senescent,,10-20m,0,Good,>20m,0,,Moderate,2,Average,5-10 years,,Above 3m,,,1,0,0101000020E61000007180EC378B536140DA31BFE4107841C0,138.6107444,-34.93801555,"12 not real, Adelaide SA 5000, Australia",Adelaide,No,17/01/2026 14:38,,,,,,15/05/2024 10:23,17/01/2025 14:38,UlmusHollandica,,,Genus fallback,assets/Trees/LowPoly/UlmusMinor.glb,assets/Trees/Realistic/UlmusMinor.glb,assets/Trees/Schematic/UlmusMinor.glb,assets/Trees/Fan/UlmusMinor.glb,assets/Trees/LowPoly/UlmusMinor.glb
71,3695292,261903,Tree,Spotted Gum,Corymbia,Maculata,,0,0,15-30cm,Young,,<2m,0,Good,5-10m,0,,Low,1,Good,10-20 years,,Less than 1m,,,1,0,0101000020E6100000070A7A777D5361409064DA27157841C0,138.6090658,-34.93814562,"Adelaide Parklands (Park 19), B26, Adelaide SA 5000, Australia",Adelaide,No,17/01/2028 14:38,,,,,,15/05/2024 11:35,17/01/2025 14:38,CorymbiaMaculata,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
76,3887494,261918,Tree,White Cedar,Melia,Azedarach,,0,48,45-60cm,Senescent,,5-10m,0,Average,<5m,0,,Low,1,Fair,5-10 years,,1-2m,,,1,0,0101000020E6100000FEF4FAEE91536140959D7E50177641C0,138.6115642,-34.9225865,"Rundle Park - Kadlitpina, East Terrace, Adelaide SA 5000, Australia",Adelaide,No,5/08/2028 14:06,5.76,2.53,,,,19/08/2024 11:14,5/08/2025 14:06,MeliaAzedarach,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
77,3887748,261919,Tree,-,Magnolia,Largiflorens,,0,10,< 15cm,Young,,<2m,0,Good,<5m,0,,Low,1,Good,> 20 years,,Less than 1m,,,1,0,0101000020E6100000A33889398F53614023A4EA2E3B7641C0,138.6112335,-34.92368113,"40 East Terrace, Adelaide SA 5000, Australia",Adelaide,No,5/08/2028 14:12,2,1.5,,,,19/08/2024 12:17,5/08/2025 14:12,MagnoliaLargiflorens,,,Genus fallback,assets/Trees/LowPoly/MagnoliaGrandiflora.glb,assets/Trees/Realistic/MagnoliaGrandiflora.glb,assets/Trees/Schematic/MagnoliaGrandiflora.glb,assets/Trees/Fan/MagnoliaGrandiflora.glb,assets/Trees/LowPoly/MagnoliaGrandiflora.glb
104,3888248,261947,Tree,London Plane,Platanus,X acerifolia,,0,0,30-45cm,Mature,,10-20m,0,Good,10-20m,0,,Low,1,Fair,10-20 years,,1-2m,,,1,0,0101000020E6100000E77F66CEA2536140D24FDD01437641C0,138.6136238,-34.9239199,"Rymill Park, East Terrace, Adelaide SA 5000, Australia",Adelaide,No,17/01/2028 14:39,,,,,,19/08/2024 15:23,17/01/2025 14:39,PlatanusX acerifolia,,,Genus fallback,assets/Trees/LowPoly/PlatanusOccidentalis.glb,assets/Trees/Realistic/PlatanusOccidentalis.glb,assets/Trees/Schematic/PlatanusOccidentalis.glb,assets/Trees/Fan/PlatanusOccidentalis.glb,assets/Trees/LowPoly/PlatanusOccidentalis.glb
117,3892225,261960,Tree,Lemon Scented Gum,Corymbia,Citriodora,,0,34,30-45cm,Mature,,5-10m,0,Good,10-20m,0,,Low,1,Good,> 20 years,,1-2m,,,1,0,0101000020E6100000B7D9B342AC53614049D74CBED97541C0,138.6147779,-34.9207075,"1 King William St, Kent Town SA 5067, Australia",Adelaide,No,23/08/2028 12:06,4.08,2.19,,,,21/08/2024 15:22,23/08/2025 12:06,CorymbiaCitriodora,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
119,3892231,261963,Stump,Peppermint Box,Eucalyptus,Odorata,,0,0,< 15cm,Semi Mature,,<2m,0,Good,<5m,0,,Low,1,Fair,10-20 years,,Less than 1m,,,1,0,0101000020E6100000AD4C9DECAB536140646403C8D47541C0,138.6147369,-34.92055607,"6 A21, Adelaide SA 5000, Australia",Adelaide,No,22/07/2028 11:25,,,,Poor Structure,remove to ground level not re planting,21/08/2024 15:34,22/07/2025 11:25,EucalyptusOdorata,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
122,3892235,261966,Tree,Gawler Hybrid Bottlebrush,Callistemon,Harkness,,0,2,< 15cm,Juvenile,,<2m,0,Good,<5m,0,,Low,1,Good,> 20 years,,Less than 1m,,,1,0,0101000020E61000001199A894AD536140614237C1D87541C0,138.6149391,-34.92067733,"8 Dequetteville Terrace, Kent Town SA 5067, Australia",Adelaide,No,23/08/2028 12:02,2,1.5,,,,21/08/2024 15:43,23/08/2025 12:02,CallistemonHarkness,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
124,3901776,261969,Tree,Moreton Bay Fig,Ficus,Macrophylla,,0,24,< 15cm,Semi Mature,,2-5m,0,Good,5-10m,0,,Low,1,Good,> 20 years,,1-2m,,,1,0,0101000020E61000007765170CAE536140B370C420D17541C0,138.614996,-34.92044458,"6 A21, Adelaide SA 5000, Australia",Adelaide,No,23/08/2028 12:22,2.88,1.89,,,,27/08/2024 11:08,23/08/2025 12:22,FicusMacrophylla,,,Genus fallback,assets/Trees/LowPoly/FicusBenjamina.glb,assets/Trees/Realistic/FicusBenjamina.glb,assets/Trees/Schematic/FicusBenjamina.glb,assets/Trees/Fan/FicusBenjamina.glb,assets/Trees/LowPoly/FicusBenjamina.glb
126,3901788,261971,Tree,Swamp Oak,Casuarina,Glauca,,0,26,15-30cm,Mature,,2-5m,0,Average,5-10m,0,,Low,1,Good,10-20 years,,Less than 1m,,,1,0,0101000020E610000068BB5BBCAC5361405A27B2FFCF7541C0,138.6148359,-34.92041012,"6 A21, Adelaide SA 5000, Australia",Adelaide,No,23/08/2028 12:41,3.12,1.96,,,,27/08/2024 11:11,23/08/2025 12:41,CasuarinaGlauca,,,Genus fallback,assets/Trees/LowPoly/CasuarinaEquisetifolia.glb,assets/Trees/Realistic/CasuarinaEquisetifolia.glb,assets/Trees/Schematic/CasuarinaEquisetifolia.glb,assets/Trees/Fan/CasuarinaEquisetifolia.glb,assets/Trees/LowPoly/CasuarinaEquisetifolia.glb
129,3901802,261974,Tree,River Sheoak,Casuarina,Cunninghamiana,Unknown,0,31,30-45cm,Mature,,5-10m,0,Good,10-20m,0,,Low,1,Fair,10-20 years,,Less than 1m,,,1,0,0101000020E6100000003C8134AC5361408D1A5DEFC87541C0,138.6147711,-34.92019455,"2 Princes Hwy, Hackney SA 5069, Australia",Adelaide,No,23/08/2028 13:27,3.72,2.11,,,,27/08/2024 11:15,23/08/2025 13:27,CasuarinaCunninghamiana,,,Genus fallback,assets/Trees/LowPoly/CasuarinaEquisetifolia.glb,assets/Trees/Realistic/CasuarinaEquisetifolia.glb,assets/Trees/Schematic/CasuarinaEquisetifolia.glb,assets/Trees/Fan/CasuarinaEquisetifolia.glb,assets/Trees/LowPoly/CasuarinaEquisetifolia.glb
140,3902089,261985,Tree,Sugar Gum,Eucalyptus,Cladocalyx,,0,68,> 60cm,Mature,,10-20m,0,Good,10-20m,0,,Moderate,2,Fair,10-20 years,,2-3m,,,1,0,0101000020E610000009C8D1FBAA5361408CA2A413CB7541C0,138.614622,-34.92025991,"6 Princes Hwy, Adelaide SA 5000, Australia",Adelaide,No,23/08/2026 13:13,8.16,2.93,,,,27/08/2024 12:11,23/08/2025 13:13,EucalyptusCladocalyx,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
141,3902091,261986,Tree,"""Large Fruited"" South Australian Blue Gum",Eucalyptus,Leucoxylon ssp. megalocarpa,,0,8,< 15cm,Young,,<2m,0,Average,<5m,0,,Low,1,Good,> 20 years,,Less than 1m,,,1,0,0101000020E6100000F8EC4EB1A95361407F245777CD7541C0,138.6144644,-34.92033283,"Stop 1 Botanic Rd - South East side, Adelaide SA 5000, Australia",Adelaide,No,23/08/2028 15:54,2,1.5,,,,27/08/2024 12:12,23/08/2025 15:54,EucalyptusLeucoxylon ssp. megalocarpa,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
151,4650575,149514,Tree,Guava Species,Psidium,Sp.,,0,14,,Mature,,2-5m,4,Good,<5m,3,,,0,Good,,,Less than 1m,,,1,0,0101000020E6100000CE59FA2BFF5261403393E2C2857741C0,138.5936489,-34.93376957,Whitmore Sq - Iparrityi -Park Tree - Psidium sp.,Adelaide,No,1/05/2027 0:00,2,1.51,,,,1/05/2024 0:00,1/05/2024 0:00,PsidiumSp.,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
152,4650576,151289,Tree,Elm,Ulmus,Angustifolia,,0,15,< 15cm,Young,,<2m,2,Good,<5m,4,,Low,1,Good,> 20 years,,Less than 1m,,,1,0,0101000020E6100000069D103A68536140E2D7FE84697741C0,138.606473,-34.9329077,Pulteney St - Park Tree - Ulmus Sp.,Adelaide,No,7/08/2026 9:11,2,1.55,,,,1/05/2024 0:00,8/08/2025 9:11,UlmusAngustifolia,,,Genus fallback,assets/Trees/LowPoly/UlmusMinor.glb,assets/Trees/Realistic/UlmusMinor.glb,assets/Trees/Schematic/UlmusMinor.glb,assets/Trees/Fan/UlmusMinor.glb,assets/Trees/LowPoly/UlmusMinor.glb
153,4650577,151680,Tree,Elm,Ulmus,Sp.,,0,15,,Semi Mature,,2-5m,2,Good,<5m,5,,Low,1,Good,> 20 years,,Less than 1m,,,1,0,0101000020E610000039D620276753614097FDFCEF6F7741C0,138.6063419,-34.93310356,Pulteney St - Park Tree - Ulmus Sp.,Adelaide,No,7/08/2026 9:12,2,1.55,,,,1/05/2024 0:00,8/08/2025 9:12,UlmusSp.,,,Genus fallback,assets/Trees/LowPoly/UlmusMinor.glb,assets/Trees/Realistic/UlmusMinor.glb,assets/Trees/Schematic/UlmusMinor.glb,assets/Trees/Fan/UlmusMinor.glb,assets/Trees/LowPoly/UlmusMinor.glb
155,4650579,152639,Tree,Callery Pear,Pyrus,Calleryana,,0,0,,,,,0,,,0,,,0,,,,,,,0,0,0101000020E61000005C2B908F8C53614032BC063B4D7441C0,138.6109083,-34.90860689,Bundeys Rd - Street Tree - Pyrus Calleryana,North Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024 0:00,1/05/2024 0:00,PyrusCalleryana,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
156,4650580,153622,Tree,Canary Island Pine,Pinus,Canariensis,,0,54,,Mature,,10-20m,0,Good,10-20m,10,,,0,Good,,Medium Vigour,1-2m,,,1,0,0101000020E61000008C7C0338E2526140723D9F3B207341C0,138.5901146,-34.89942117,Park 02 - Pardipardinyilla -Park Tree - Pinus canariensis,North Adelaide,No,24/07/2027 0:00,6.48,2.66,,,,24/07/2024 0:00,24/07/2024 0:00,PinusCanariensis,,,Genus fallback,assets/Trees/LowPoly/PinusContorta.glb,assets/Trees/Realistic/PinusContorta.glb,assets/Trees/Schematic/PinusContorta.glb,assets/Trees/Fan/PinusContorta.glb,assets/Trees/LowPoly/PinusContorta.glb
157,4650581,153709,Tree,Chinese Elm,Ulmus,Parvifolia,,0,10,,Juvenile,,5-10m,0,Good,5-10m,5,,,0,Good,,High Vigour,Less than 1m,,,0,0,0101000020E6100000715FBD403F536140B3B02B56227641C0,138.6014713,-34.92292287,Rundle Mall -Street Tree - Ulmus parvifolia,Adelaide,No,17/10/2027 0:00,2,1.5,,,,17/10/2024 0:00,17/10/2024 0:00,UlmusParvifolia,,,Genus fallback,assets/Trees/LowPoly/UlmusMinor.glb,assets/Trees/Realistic/UlmusMinor.glb,assets/Trees/Schematic/UlmusMinor.glb,assets/Trees/Fan/UlmusMinor.glb,assets/Trees/LowPoly/UlmusMinor.glb
158,4650582,153734,Tree,Manchurian Pear,Pyrus,Ussuriensis,,0,0,,,,,0,,,5,,,0,,,High Vigour,,,,1,0,0101000020E6100000B9F4D48F32536140B34F32FF097541C0,138.5999221,-34.91436758,Park 12 - Karrawirra - Pennington East - Park Tree - Pyrus Ussuriensis,North Adelaide,No,24/03/2028 8:06,,,,,,1/05/2024 0:00,24/03/2025 8:06,PyrusUssuriensis,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
159,4650583,153859,Removed,No Common Name,Photinia,Sp.,,0,0,,,6/07/2022 0:00,,0,,,5,,,0,,,Low Vigour,,,,1,0,0101000020E61000000B76CB272E5361409A1F03A2757441C0,138.5993842,-34.90983987,Park 29 - Tantutitingga - Park Tree - Photinia Sp.,North Adelaide,No,14/07/2028 8:44,,,14/07/2025 0:00,Dead,Hand dig stump out,1/05/2024 0:00,14/07/2025 8:44,PhotiniaSp.,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
160,4650584,153863,Tree,English Oak,Quercus,Robur,,0,33,,Mature,,,0,Good,5-10m,5,,,0,Good,,Medium Vigour,1-2m,,,1,0,0101000020E6100000B5E1B03430536140AB0D46D3767441C0,138.5996345,-34.90987626,Park 29 - Tantutitingga - Park Tree - Quercus Robur,North Adelaide,No,24/07/2027 0:00,3.96,2.16,,,,24/07/2024 0:00,24/07/2024 0:00,QuercusRobur,,,Genus fallback,assets/Trees/LowPoly/QuercusRubra.glb,assets/Trees/Realistic/QuercusRubra.glb,assets/Trees/Schematic/QuercusRubra.glb,assets/Trees/Fan/QuercusRubra.glb,assets/Trees/LowPoly/QuercusRubra.glb
161,4650585,153916,Tree,Bay Tree,Laurus,Nobilis,,0,70,,Mature,,,0,Good,<5m,5,,,0,Good,,High Vigour,2-3m,,,1,0,0101000020E61000003029E3842E536140E7C846F75E7441C0,138.5994286,-34.90914813,Park 29 - Tantutitingga - Park Tree - Laurus Nobilis,North Adelaide,No,24/07/2027 0:00,8.4,2.97,,,,24/07/2024 0:00,24/07/2024 0:00,LaurusNobilis,ESRI.lib/assets/Webstyles/Vegetation/Schematic/LaurusNobilis.glb,Laurus,Species match,assets/Trees/LowPoly/LaurusNobilis.glb,assets/Trees/Realistic/LaurusNobilis.glb,assets/Trees/Schematic/LaurusNobilis.glb,assets/Trees/Fan/LaurusNobilis.glb,assets/Trees/LowPoly/LaurusNobilis.glb
162,4650586,154646,Tree,Golden Ash,Fraxinus,Excelsior,"""Aurea""",0,32,30-45cm,Semi Mature,,5-10m,0,Average,5-10m,0,,Low,1,Good,10-20 years,High Vigour,1-2m,,,1,0,0101000020E6100000F312AD2699536140735DBE16F07541C0,138.6124452,-34.92138943,Park 13 - Kadlitpina - Park Tree - Fraxinus Sp.,Adelaide,No,22/08/2028 9:44,3.84,2.13,,,,1/05/2024 0:00,22/08/2025 9:44,FraxinusExcelsior,,,Genus fallback,assets/Trees/LowPoly/FraxinusAmericana.glb,assets/Trees/Realistic/FraxinusAmericana.glb,assets/Trees/Schematic/FraxinusAmericana.glb,assets/Trees/Fan/FraxinusAmericana.glb,assets/Trees/LowPoly/FraxinusAmericana.glb
