id,asset_id,status,common_name,genus,species,variety,species_code,dbh,dbh_range,age,canopy,canopy_m,health,height,height_m,legal,risk,riskid,structure,ule,vigour,circumference,overhead_cables,base_material,park_tree,private_tree,geom,lng,lat,approx_address,suburb,significant_tree,tpz,srz,removed_reason,removed_notes,GlobalID
4658256,153975,Tree,Sweet Pittosporum,Piittosporum,undulatum,None,0,55,45-60cm,Mature,2-5m,0,Good,<5m,0,None,Low,1,Poor,5-10 years,High Vigour,1-2m,,,1,0,0101000020E610000022D5C10BEC5361400AB6F8B1D57641C0,138.622564199999999,-34.92839646,Park 16 - Pakapakanthi -Park Tree - Piittosporum undulatum,Adelaide,No,6.600000000000000,2.680000000000000,None,None,{C63684E6-F983-4AF5-BEF5-806B077121CB}
4658347,154074,Tree,New Zealand Christmas Tree,Metrosideros,excelsa,None,0,20,None,Mature,2-5m,0,Good,<5m,5,None,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000334E4354615361409BE061FB457741C0,138.605630999999988,-34.93182318,Hurtle Sq - Tangkaira -Park Tree - Metrosideros excelsa,Adelaide,No,2.400000000000000,1.750000000000000,None,None,{08216EAD-61A3-4E16-9B66-F9E23CC71695}
4658372,154101,Tree,Smooth Leaved Elm,Ulmus,minor,None,0,25,None,Mature,2-5m,3,Good,5-10m,5,None,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000A7A4FBF768536140748A23496F7741C0,138.606563560000012,-34.93308367,Hurtle Sq - Tangkaira -Park Tree - Ulmus minor,Adelaide,No,3.000000000000000,1.920000000000000,None,None,{379A9EA8-6166-47F7-8F95-FDD3CFD6512E}
4658378,154108,Tree,Cape Chestnut,Calodendron,capense,None,0,15,None,Semi Mature,2-5m,3,Good,5-10m,5,None,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000704793E66A536140CBA6968C677741C0,138.606799400000000,-34.93284757,Hurtle Sq - Tangkaira -Park Tree - Calodendron capense,Adelaide,No,2.000000000000000,1.550000000000000,None,None,{F981C5D7-A974-4A58-989F-FC2802F8AEEC}
4658402,154134,Tree,Brazilian Pepper Tree,Schinus,terebinthifolia,None,0,18,None,Mature,2-5m,3,Good,<5m,5,None,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E610000065613E0F6453614022B3CC853E7641C0,138.605964300000011,-34.92378304,Hindmarsh Sq - Mukata -Park Tree - Schinus terebinthifolia,Adelaide,No,2.160000000000000,1.680000000000000,None,None,{049A2FF7-4D78-4B56-A23D-8AF7D26E1394}
4658554,154289,Tree,Common Plum,Prunus,cerasifera,None,0,15,None,Juvenile,2-5m,0,Good,<5m,0,None,None,0,Good,None,Medium Vigour,Less than 1m,,,1,0,0101000020E61000000935229C7F536140F9D734E7C77741C0,138.609327379999996,-34.93578806,Park 18 - Wita Wirra -Park Tree - Prunus cerasifera,Adelaide,No,2.000000000000000,1.550000000000000,None,None,{5F230DBF-6385-4C19-B960-FCC86227023F}
4658572,154309,Tree,Mexican Fan Palm,Washingtonia,robusta,None,0,37,30-45cm,Mature,2-5m,2,Good,10-20m,13,None,Low,1,Good,> 20 years,Medium Vigour,1-2m,,,1,0,0101000020E6100000BECD2C531D536140FAE2FF4C0C7541C0,138.597329699999989,-34.91443789,Park 26 - Tarntanya Wama - Pennington West - Park Tree - Washingtonia Filifera,North Adelaide,No,4.440000000000000,2.270000000000000,None,None,{C77629CF-1A18-4946-839C-E9368DF21D3C}
4658591,154332,Tree,Mountain Strelitzia,Strelitzia,caudata,None,0,100,> 60cm,Mature,10-20m,8,Good,5-10m,7,None,Low,1,Average,10-20 years,High Vigour,Above 3m,,,1,0,0101000020E61000009BAF928F1D5361406FC48B6C047541C0,138.597358500000013,-34.91419751,Park 26 - Tarntanya Wama - Pennington West - Park Tree - Shrubs Shrubs General 'Shrubs General',North Adelaide,No,12.000000000000000,3.440000000000000,None,None,{1DAD6616-8158-4261-A76B-7A1655B6FD81}
4658646,154387,Tree,Dryland Tea Tree,Melaleuca,lanceolata,None,0,70,> 60cm,Mature,5-10m,0,Good,5-10m,5,None,Low,1,Fair,10-20 years,High Vigour,2-3m,,,1,0,0101000020E61000005624CBEEAE536140DD5FDAC3207641C0,138.615104099999996,-34.92287491,Park 14 - Murlawirrapurka - Park Tree - Melaleuca Sp.,Adelaide,No,8.400000000000000,2.970000000000000,None,None,{0417419E-0294-431B-934E-0F449B8CC9E9}
4658652,154394,Tree,Willow Bottle Brush,Callistemon,salignus,None,0,63,> 60cm,Mature,5-10m,0,Average,5-10m,5,None,Low,1,Fair,10-20 years,High Vigour,2-3m,,,1,0,0101000020E6100000DDD84702A8536140AD8307F62D7641C0,138.614258900000010,-34.92327762,Park 14 - Murlawirrapurka - Park Tree - Melaleuca Sp.,Adelaide,No,7.560000000000000,2.840000000000000,None,None,{C50C44ED-FC52-4BFF-B68A-972D0C4A8B9E}
4658655,154397,Tree,Melaleuca Species,Melaleuca,sp.,None,0,44,45-60cm,Mature,5-10m,0,Average,5-10m,0,None,Low,1,Average,10-20 years,High Vigour,1-2m,,,1,0,0101000020E6100000C29F8614A8536140C7A6CFED297641C0,138.614267600000005,-34.92315457,Park 14 - Murlawirrapurka - Park Tree - Melaleuca Sp.,Adelaide,No,5.280000000000000,2.440000000000000,None,None,{705AFDDA-6E63-4ED1-992C-44A424602C59}
4658669,154411,Removed,White Poplar,Populus,populus alba,None,0,0,None,Senescent,None,0,None,None,10,None,None,0,None,None,Low Vigour,None,,,1,0,0101000020E6100000F37112EFA5536140C2C26AA8287641C0,138.614005600000013,-34.92311578,Park 14 - Murlawirrapurka - Park Tree - Populus Populus Alba 'Populus Alba',Adelaide,No,,,Previously Removed,Removed by Symatree,{EAE9E104-8BFC-4C6E-9E22-65D33A35F088}
4658689,154431,Tree,Himalayan Cypress,Cupressus,torulosa,None,0,85,> 60cm,Mature,5-10m,0,Good,10-20m,0,None,Low,1,Fair,10-20 years,High Vigour,2-3m,,,1,0,0101000020E610000003A0408E9C536140860F78A21C7641C0,138.612860799999993,-34.92274886,Park 14 - Murlawirrapurka - Park Tree - Cupressus Torulosa,Adelaide,No,10.199999999999999,3.220000000000000,None,None,{CD1D130D-893F-4A8B-B79F-7F0A71F2B030}
4658770,154517,Tree,Athel Pine,Tamarix,aphylla,None,0,100,> 60cm,Mature,5-10m,0,Average,5-10m,0,None,Low,1,Good,10-20 years,Medium Vigour,Above 3m,,,1,0,0101000020E6100000822678F98C53614054B6BC30A17441C0,138.610958799999992,-34.91116914,Park 10 - Warnpangga -Park Tree - Tamarix aphylla,North Adelaide,No,12.000000000000000,3.440000000000000,None,None,{336E809D-48BC-4255-9309-16A955A2F7D7}
4659038,154796,Tree,Black Poplar,Populus,nigra,None,0,116,> 60cm,Mature,None,0,Good,5-10m,10,None,Low,1,Average,None,Medium Vigour,Above 3m,,,1,0,0101000020E6100000783CD285FD526140215C01857A7541C0,138.593447599999990,-34.9178015,Park 26 - Tarntanya Wama - Pinky Flat - Park Tree - Populus Nigra,North Adelaide,Yes,13.920000000000000,3.670000000000000,None,None,{A93DFA12-479D-459C-A960-09C778A6AD22}
4659090,154850,Tree,Yellow-Flowered Blackbutt,Eucalyptus,stricklandii,None,0,38,None,Mature,5-10m,0,Good,5-10m,5,None,None,0,Good,None,High Vigour,1-2m,,,1,0,0101000020E610000040B09932E65261406B47929C237341C0,138.590600300000006,-34.89952428,Park 02 - Pardipardinyilla -Park Tree - Eucalyptus stricklandii,North Adelaide,No,4.560000000000000,2.290000000000000,None,None,{5D85A84A-72F2-47E2-B60E-CBDBF9710A7C}
4659121,154881,Tree,Wallangarra White Gum,Eucalyptus,scoparia,None,0,0,15-30cm,Semi Mature,5-10m,0,Average,5-10m,0,None,Low,1,Good,10-20 years,Low Vigour,Less than 1m,,,1,0,0101000020E6100000678D8BB4DE52614084F9861D217341C0,138.589685699999990,-34.8994481,Park 02 - Pardipardinyilla -Park Tree - Eucalyptus leucoxylon,North Adelaide,No,,,None,None,{CC4F0AA8-6B5F-43AC-AB72-FD1CAE134BDC}
4659128,154888,Tree,Black Mallee Box,Eucalyptus,porosa,None,0,0,< 15cm,Young,2-5m,0,Good,<5m,5,None,Low,1,Average,10-20 years,Medium Vigour,Less than 1m,,,1,0,0101000020E6100000451CA155DC526140B72021EB257341C0,138.589396300000004,-34.89959468,Park 02 - Pardipardinyilla -Park Tree - Eucalyptus porosa,North Adelaide,No,,,None,None,{2D4995F7-80F6-4721-AA97-E0D1903DCF79}
4659131,154891,Tree,Poplar Species,Populus,sp.,None,0,0,None,None,None,0,None,None,0,None,None,0,None,None,Medium Vigour,None,,,1,0,0101000020E6100000D89F1FA1C1536140A82B0A81FD7741C0,138.617386399999987,-34.93742383,Park 17 - Tuthangga - Park Tree - Populus Sp.,Adelaide,No,,,None,None,{FC9BDE4A-85E7-4AA7-A8BD-DF2D7B3DB91B}
4659168,154933,Tree,Common Lilly Pilly,Syzygium,smithii,None,0,32,None,Juvenile,5-10m,0,Good,5-10m,5,None,None,0,Good,None,Medium Vigour,1-2m,,,1,0,0101000020E6100000301B5366395361400432E0D16B7541C0,138.600756799999999,-34.9173529,Park 12 - Karrawirra - Tpg -Park Tree - Syzygium smithii,Adelaide,No,3.840000000000000,2.130000000000000,None,None,{346D4C1D-69EC-426A-BE7C-96F4590D5B46}
4659207,154970,Removed,Deodar Cedar,Cedrus,deodara,None,0,43,None,Mature,5-10m,0,Poor,5-10m,5,None,Low,1,Poor,< 5 years,Low Vigour,1-2m,,,1,0,0101000020E6100000D43ABBC6385361404D043FE48C7541C0,138.600680699999998,-34.91836217,Park 12 - Karrawirra - Pioneer Women -Park Tree - Cedrus deodara,Adelaide,No,5.160000000000000,2.420000000000000,Previously Removed,None,{D6E98EB7-A7C5-4526-B18B-E8ED3BCADBB2}
4659349,155151,Removed,Golden Robinia,Robinia,pseudoacacia,Frisia,0,55,None,Mature,5-10m,0,Good,5-10m,5,None,None,0,Good,None,Low Vigour,1-2m,,,1,0,0101000020E61000002575029A085361404DC9E668DD7741C0,138.594799999999992,-34.93644439,Park 21 - Walyu Yarta - Veale -Park Tree - Robinia pseudoacacia,Adelaide,No,6.600000000000000,2.680000000000000,General Decline,None,{DD3361B2-4D2C-415B-A88A-0F07BE41CAFE}
4659359,155164,Tree,Lilly Pilly Species,Syzygium,sp.,None,0,90,> 60cm,Mature,10-20m,0,Good,10-20m,10,None,None,0,Good,None,High Vigour,2-3m,,,1,0,0101000020E61000008EB7F0170E5361401EC4AD06D17741C0,138.595470400000011,-34.93606647,Park 21 - Walyu Yarta - Veale -Park Tree - Syzygium sp.,Adelaide,No,10.800000000000001,3.300000000000000,None,None,{6CA355FD-87C9-4B69-A47D-AB54D956C6C2}
4659370,155176,Tree,Arizona Cypress,Cupressus,glabra,None,0,75,> 60cm,Mature,10-20m,0,Good,10-20m,5,None,None,0,Good,None,Medium Vigour,2-3m,,,1,0,0101000020E6100000D9942BBC0B5361408E322C90EA7741C0,138.595182499999993,-34.9368458,Park 21 - Walyu Yarta - Veale -Park Tree - Cupressus glabra,Adelaide,No,9.000000000000000,3.050000000000000,None,None,{75E64A93-62A3-4978-9989-38EAA310E4C7}
4659384,155192,Tree,Lilly Pilly,Unknown,sp.,None,0,4,None,Juvenile,2-5m,0,Good,<5m,10,None,None,0,Good,None,Medium Vigour,Less than 1m,,,1,0,0101000020E6100000BE20D8A712536140945EA3FEDD7741C0,138.596027300000003,-34.93646224,Park 21 - Walyu Yarta - Veale -Park Tree - Unknown,Adelaide,No,2.000000000000000,1.500000000000000,None,None,{F432D596-91D2-4E32-A6FA-0B791AA6BA1B}
4659407,155217,Tree,Red Tip Photinia,Photinia,x fraseri,None,0,22,None,Mature,5-10m,0,Good,5-10m,5,None,None,0,Average,None,Low Vigour,Less than 1m,,,1,0,0101000020E610000026AD534015536140A7B52750DD7741C0,138.596344149999993,-34.93644144,Park 21 - Walyu Yarta - Veale -Park Tree - Photinia x fraseri,Adelaide,No,2.640000000000000,1.820000000000000,None,None,{47B13B39-F27A-4F85-9064-4FC2D1F6F438}
4659455,155269,Tree,Manna Gum,Eucalyptus,viminalis,None,0,25,None,Mature,5-10m,0,Average,5-10m,5,None,None,0,Average,None,Medium Vigour,Less than 1m,,,1,0,0101000020E61000000E828E5635536140DFE27E13CC7741C0,138.600260999999989,-34.93591541,Park 21 - Walyu Yarta - Veale -Park Tree - Eucalyptus eucalyptus viminalis,Adelaide,No,3.000000000000000,1.920000000000000,None,None,{606C8351-4759-4AF5-92C9-B85A7658B00C}
4659458,155272,Tree,Almond,Prunus,amygdalus,None,0,40,None,Mature,2-5m,0,Good,<5m,5,None,None,0,Good,None,High Vigour,1-2m,,,1,0,0101000020E61000004AF9FF2735536140BF032C87D07741C0,138.600238800000000,-34.93605127,Park 21 - Walyu Yarta - Veale -Park Tree - Prunus amygdalus,Adelaide,No,4.800000000000000,2.340000000000000,None,None,{1FD0D8F4-A9CB-49BA-883D-6E697F1A2064}
4659465,155279,Tree,Eastern Cottonwood,Populus,deltoides,None,0,61,None,Mature,10-20m,0,Good,10-20m,10,None,None,0,Good,None,Medium Vigour,1-2m,,,1,0,0101000020E61000007A7D9C1F35536140BD00FBE8D47741C0,138.600234800000010,-34.936185,Park 21 - Walyu Yarta - Veale -Park Tree - Populus deltoides,Adelaide,No,7.320000000000000,2.800000000000000,None,None,{B24FD229-2C06-48D0-B9F2-59E3BA0C2987}
4659470,155284,Tree,Willow,Salix,sp.,None,0,38,None,Mature,10-20m,0,Good,10-20m,5,None,None,0,Average,None,Medium Vigour,1-2m,,,1,0,0101000020E610000011AEDBFB2F536140FA7E8BCADD7741C0,138.599607399999996,-34.93645603,Park 21 - Walyu Yarta - Veale -Park Tree - Salix sp.,Adelaide,No,4.560000000000000,2.290000000000000,None,None,{51190FF5-9E27-4A8C-BE76-37CB096EF206}
4659657,155485,Tree,Prickly Paperbark,Melaleuca,styphelioides,None,0,48,None,Juvenile,5-10m,0,Good,5-10m,5,None,None,0,Good,None,Medium Vigour,1-2m,,,1,0,0101000020E610000039471D1D57536140FC3627A3087541C0,138.604384000000010,-34.91432609,Park 12 - Karrawirra - Grundy -Park Tree - Melaleuca styphelioides,Adelaide,No,5.760000000000000,2.530000000000000,None,None,{45730A06-77E7-4F67-8DAA-0C76CA0B91EA}
4659715,155548,Tree,Pincushion Hakea,Hakea,laurina,None,0,6,None,Juvenile,2-5m,0,Good,<5m,5,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E6100000FD8E3C6B52536140D18F2B9A737541C0,138.603810900000013,-34.9175904,Park 12 - Karrawirra - South Bank -Park Tree - Hakea laurina,Adelaide,No,2.000000000000000,1.500000000000000,None,None,{D527FB8A-1523-427F-B7EB-B178308E0CFB}
4659728,155563,Tree,Evergreen Ash,Fraxinus,griffithii,None,0,40,None,Mature,5-10m,0,Good,5-10m,5,None,None,0,Good,None,High Vigour,1-2m,,,1,0,0101000020E610000074733B45585361402B8737E7377541C0,138.604525200000012,-34.91576853,Park 12 - Karrawirra - North Bank -Park Tree - Fraxinus griffithii,North Adelaide,No,4.800000000000000,2.340000000000000,None,None,{EEA39094-B32C-46D6-ABEB-62FFA3EBAA24}
4659736,155571,Tree,Weeping Willow,Salix,babylonica,None,0,45,None,Mature,5-10m,0,Average,5-10m,5,None,Low,1,Average,5-10 years,High Vigour,1-2m,,,1,0,0101000020E6100000AFA591E057536140581B4219537541C0,138.604477199999991,-34.91659847,Park 12 - Karrawirra - North Bank -Park Tree - Salix babylonica,North Adelaide,No,5.400000000000000,2.460000000000000,None,None,{11687132-18F9-44C5-9A16-DFA78BABE709}
4659794,155630,Tree,Black Bean,Castanospermum,australe,None,0,37,None,Mature,5-10m,0,Good,5-10m,5,None,Low,1,Average,10-20 years,Low Vigour,1-2m,,,1,0,0101000020E6100000F15BBE3F2F536140ABE12A683D7541C0,138.599517700000007,-34.91593649,Park 12 - Karrawirra - Angus -Park Tree - Azadirachta indica,North Adelaide,No,4.440000000000000,2.270000000000000,None,None,{FD5546E8-ECEF-417C-853C-18FB9E4895C4}
4659858,155700,Tree,Queensland Kauri,Agathis,robusta,None,0,83,> 60cm,Mature,10-20m,0,Average,10-20m,20,None,None,0,Good,None,Medium Vigour,2-3m,,,1,0,0101000020E6100000D54CADAD4E536140BFF307DA4F7541C0,138.603354300000007,-34.91649938,Park 12 - Karrawirra - North Bank -Park Tree - Agathis robusta,North Adelaide,No,9.960000000000001,3.190000000000000,None,None,{829CBF38-8F01-4962-AB78-E26AAB31E1DC}
4660057,155920,Tree,Arizona Cypress,Cupressus,arizonica,None,0,64,> 60cm,Mature,None,0,Good,5-10m,5,None,None,0,Good,None,High Vigour,2-3m,,,1,0,0101000020E6100000ED74311742536140DF92565BB57441C0,138.601817699999998,-34.91178457,Park 12 - Karrawirra - Peace Park - Park Tree - Cupressus Glabra,North Adelaide,No,7.680000000000000,2.860000000000000,None,None,{17745180-6B65-4617-AB1D-7601E129E9DC}
4660165,156054,Tree,Indian Bean Tree,Catalpa,bignonioides,None,0,0,None,None,None,0,None,None,5,None,None,0,None,None,Medium Vigour,None,,,1,0,0101000020E610000002E4B64304536140EA8E8B8B9F7441C0,138.594270569999992,-34.91111893,Park 28 - Pangki Pangki - Park Tree - Catalpa Bignonioides,North Adelaide,No,,,None,None,{6B993D8E-9BC0-484B-9868-30E22B8DFB80}
4660216,156113,Tree,Prairie Crab Apple,Malus,ionensis,None,0,4,None,Juvenile,<2m,0,Good,<5m,5,None,Low,1,Good,10-20 years,Medium Vigour,Less than 1m,,,1,0,0101000020E6100000B33A83D00B536140D791B8017E7441C0,138.595192200000014,-34.91009542,Park 28 - Pangki Pangki - Park Tree - Malus Malus Ioensis 'Malus Ioensis',North Adelaide,No,2.000000000000000,1.500000000000000,None,None,{1034A485-2B2E-4144-BFF4-C537FC679F38}
4660248,156145,Tree,Japanese Crepe Myrtle,Lagerstroemia,fauriei,Town House,0,6,None,Semi Mature,<2m,0,Good,<5m,5,None,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000A06F0B96EA52614054A0811E0B7441C0,138.591136000000006,-34.90658933,Wellington Square - Kudnartu - Park Tree - Lagerstroemia Fauriei 'Town House',North Adelaide,No,2.000000000000000,1.500000000000000,None,None,{6968E303-4134-4CD3-A06D-15239E4A80DE}
4660312,156219,Tree,Kashmir Cypress,Cupressus,cashmeriana,None,0,72,> 60cm,Mature,None,0,Good,10-20m,10,None,Low,1,Good,> 20 years,Medium Vigour,2-3m,,,1,0,0101000020E610000085B69C4BF1526140E831EB41187441C0,138.591955000000013,-34.90699028,Wellington Square - Kudnartu - Park Tree - Cupressus Torulosa,North Adelaide,Yes,8.640000000000001,3.000000000000000,None,None,{3DA516C4-09BC-4DAC-96CE-193B2C4C8906}
4660374,156296,Tree,Purple Cherry Plum,Prunus,cerasifera,Nigra,0,4,< 15cm,Juvenile,2-5m,0,Good,<5m,0,None,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000F87BD6F31D5361403D420FAD7C7441C0,138.597406309999997,-34.91005481,Park 29 - Tantutitingga - Park Tree - Lagerstroemia Indica,North Adelaide,No,2.000000000000000,1.500000000000000,None,None,{162473AE-2C6D-4A9F-B15A-CF94614CB3CC}
4660390,156312,Tree,White Cypress,Callitris,collumnaris,None,0,68,> 60cm,Mature,5-10m,0,Good,5-10m,10,None,Low,1,Good,> 20 years,High Vigour,2-3m,,,1,0,0101000020E6100000D3009475EE526140FC0BB1B8077441C0,138.591608799999989,-34.90648564,Wellington Square - Kudnartu - Park Tree - Cupressus Sp.,North Adelaide,Yes,8.160000000000000,2.930000000000000,None,None,{3A641C7E-04CE-478C-9850-4819FBE54E30}
4660585,162162,Tree,Kangaroo Island Paperbark,Melaleuca,halmaturorum,None,0,33,None,Senescent,2-5m,8,Poor,<5m,6,None,None,0,Good,None,Medium Vigour,1-2m,,,1,0,0101000020E61000002D6409C65C536140DC02D74FDE7441C0,138.605074900000005,-34.91303442,Park 11 - Tainmuntilla -Park Tree - Melaleuca halmaturorum,Adelaide,No,3.960000000000000,2.160000000000000,None,None,{4D38501B-4092-4F32-BE81-E8877D5002D8}
4660587,163962,Tree,Golden Wattle,Acacia,pycnantha,None,0,0,None,Mature,None,4,None,None,5,None,None,0,None,None,High Vigour,None,,,1,0,0101000020E6100000C5C48B2AE85261405BCD7CFFCD7441C0,138.590840600000007,-34.91253656,Park 01 - Pirltawardli - Park Tree - Acacia Pycnantha,North Adelaide,No,,,None,None,{3F6A22A3-4B64-4EF9-9432-C4E10C1BD88C}
4660588,163972,Tree,Maritime Pine,Pinus,pinaster,None,0,74,> 60cm,Mature,None,9,Good,10-20m,17,None,None,0,Good,None,High Vigour,2-3m,,,1,0,0101000020E6100000FE75B867E7526140F9D3EBBBC77441C0,138.590747700000009,-34.9123454,Park 01 - Pirltawardli - Park Tree - Pinus Pinaster,North Adelaide,No,8.880000000000001,3.040000000000000,None,None,{CF5BA5C9-FC76-4226-957D-7D244C2D7579}
4660589,164065,Tree,Spindle Tree,Euonymus,euonymus sp.,None,0,0,None,Mature,None,3,None,None,3,None,None,0,None,None,High Vigour,None,,,1,0,0101000020E6100000D1E80E62E7526140AF0D709CEF7441C0,138.590744999999998,-34.91356235,Park 01 - Pirltawardli - Park Tree - Euonymus Euonymus Sp.,North Adelaide,No,,,None,None,{F39B52D6-547D-48B1-9BDD-0F48A6471E93}
4660590,164248,Tree,Cheese Tree,Glochidion,ferdinandi,None,0,63,None,Mature,None,12,Good,5-10m,11,None,None,0,Good,None,High Vigour,1-2m,,,1,0,0101000020E610000065B9B601E9526140F1193F43EE7441C0,138.590943199999998,-34.9135212,Park 01 - Pirltawardli - Park Tree - Glochidion Ferdinandi,North Adelaide,No,7.560000000000000,2.840000000000000,None,None,{275EDBC7-F1C3-4678-B1C6-5215CB1B5ED9}
4660592,164616,Tree,Firewood Banksia,Banksia,menziesii,None,0,27,None,Mature,None,4,Good,<5m,3,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E61000009ADCDE24FC526140B8695CCDF47441C0,138.593279300000006,-34.91372077,Park 01 - Pirltawardli - Park Tree - Banksia Menziesii,North Adelaide,No,3.240000000000000,1.990000000000000,None,None,{B584C539-3F04-4DEC-8196-6B38C39405FF}
4660594,164921,Tree,Boobialla,Myoporum,insulare,None,0,0,None,Semi Mature,None,4,None,None,4,None,None,0,None,None,Medium Vigour,None,,,1,0,0101000020E61000006F905A72A6526140EE75F7A5237441C0,138.582818199999991,-34.9073379,Park 01 - Pirltawardli - Park Tree - Myoporum Insulare,North Adelaide,No,,,None,None,{2446E27A-2178-4AC9-A153-D6DE1CDB597E}
4660612,156533,Tree,Maidenhair Tree,Unknown,biloba,None,0,14,None,Juvenile,2-5m,0,Good,<5m,0,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E610000093E34EE92053614012E96D22E97741C0,138.597767500000003,-34.9368022,Park 21 - Walyu Yarta - Veale -Park Tree - Unknown,Adelaide,No,2.000000000000000,1.510000000000000,None,None,{B621F784-0716-489A-956C-18753A767900}
4660691,156626,Tree,Fig,Ficus,sp.,None,0,0,None,None,None,0,None,None,5,None,None,0,None,None,Medium Vigour,None,,,1,0,0101000020E610000051E6D5EFB85261406E377F1BFB7641C0,138.585075300000000,-34.92953819,Park 23 - Wirrarninthi - Park Tree - Ficus Sp.,Adelaide,No,,,None,None,{0456C41F-BB06-4E7F-9FB0-4F77D5883A3F}
4661056,157022,Tree,Bunya Bunya Pine,Araucaria,bidwilli,None,0,52,None,Mature,10-20m,0,Good,10-20m,10,None,None,0,Good,None,Low Vigour,1-2m,,,1,0,0101000020E6100000AF3209CD645361407FD27922427841C0,138.606054800000010,-34.93951827,Park 20 - Kurangga -Park Tree - Araucaria bidwilli,Adelaide,No,6.240000000000000,2.620000000000000,None,None,{1B4D87D0-47AB-4A66-9661-5412C7E3C44D}
4661140,157116,Tree,Black Cypress Pine,Callitris,endlicheri,None,0,14,None,Mature,2-5m,3,Good,<5m,5,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E610000043FDD3B29A5361405595C7E41E7841C0,138.612634100000008,-34.9384428,Park 18 - Wita Wirra -Park Tree - Callitris endlicheri,Adelaide,No,2.000000000000000,1.510000000000000,None,None,{026EB421-CB66-4221-8897-34293257CC78}
4661165,157145,Tree,Marri,Corymbia,calophylla,None,0,24,None,Mature,5-10m,3,Good,5-10m,10,None,None,0,Good,None,Low Vigour,Less than 1m,,,1,0,0101000020E610000008AA46AF865361402C9E3888EF7741C0,138.610190999999986,-34.93699744,Park 18 - Wita Wirra -Park Tree - Corymbia calophylla,Adelaide,No,2.880000000000000,1.890000000000000,None,None,{65A58A19-3617-43ED-BC0E-8923B588F9A7}
4661180,157161,Tree,Brush Cherry,Syzygium,australe,None,0,84,> 60cm,Mature,10-20m,0,Good,10-20m,0,None,Low,1,Fair,10-20 years,High Vigour,2-3m,,,1,0,0101000020E6100000E667D949735361407997E6B1C17741C0,138.607823300000007,-34.9355986,Park 18 - Wita Wirra - Osmond -Park Tree - Syzygium australe,Adelaide,No,10.080000000000000,3.200000000000000,None,None,{9C269EB9-8EA3-4842-8C4A-BAF193DF9BB0}
4661218,157204,Tree,Pink Gum,Eucalyptus,fasciculosa,None,0,25,None,Mature,5-10m,2,Good,5-10m,6,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E61000007EEF254304536140E37ED12FDB7741C0,138.594270300000005,-34.93637655,Park 21 West - Mirnu Wirra -Park Tree - Eucalyptus fasciculosa,Adelaide,No,3.000000000000000,1.920000000000000,None,None,{8EBEF1FE-828A-47C9-BB0B-7F1A0A01B8A1}
4661246,157233,Tree,Gum-Barked Coolibah,Eucalyptus,intertexta,None,0,19,None,Juvenile,5-10m,0,Good,5-10m,0,None,None,0,Good,None,Medium Vigour,Less than 1m,,,1,0,0101000020E6100000865FA05AF3526140979FA7431F7841C0,138.592206299999987,-34.93845411,Park 21 West - Mirnu Wirra -Park Tree - Eucalyptus intertexta,Adelaide,No,2.280000000000000,1.710000000000000,None,None,{33EDA790-79FE-4352-903B-9ADB1E4D8DB5}
4661283,157272,Tree,Acacia Species,Acacia,sp.,None,0,17,None,Juvenile,5-10m,0,Good,5-10m,0,None,None,0,Good,None,Medium Vigour,Less than 1m,,,1,0,0101000020E61000003929CC7BDC5261404D889896817841C0,138.589414500000004,-34.94145472,Park 21 West - Mirnu Wirra -Park Tree - Acacia sp.,Adelaide,No,2.040000000000000,1.640000000000000,None,None,{0F9B356E-99C3-401B-9BDE-56E14C16394B}
4661366,157362,Tree,Yellow Bloodwood,Corymbia,eximia,None,0,34,None,Mature,5-10m,5,Average,5-10m,7,None,Low,1,Average,5-10 years,High Vigour,1-2m,,,1,0,0101000020E6100000AFDAEB9352536140B3326D41E77441C0,138.603830299999998,-34.91330736,Park 10 - Warnpangga -Park Tree - Corymbia eximia,North Adelaide,No,4.080000000000000,2.190000000000000,None,None,{F92D0355-81D3-420D-A94E-DC974564589A}
4661471,157481,Tree,Southern Mahogany,Eucalyptus,botryoides,None,0,60,None,Mature,5-10m,7,Good,5-10m,10,None,Low,1,Good,> 20 years,Medium Vigour,1-2m,,,1,0,0101000020E610000030BEC3488A53614035B24C3B8C7441C0,138.610630399999991,-34.91052953,Park 10 - Warnpangga -Park Tree - Eucalyptus botryoides,North Adelaide,No,7.200000000000000,2.780000000000000,None,None,{E1E20266-4514-4D77-BC52-765BBA7D8A00}
