id,asset_id,status,common_name,genus,species,variety,species_code,dbh,dbh_range,age,canopy,canopy_m,health,height,height_m,legal,risk,riskid,structure,ule,vigour,circumference,overhead_cables,base_material,park_tree,private_tree,geom,lng,lat,approx_address,suburb,significant_tree,tpz,srz,removed_reason,removed_notes,GlobalID
4661472,157482,Tree,Black Gum,Eucalyptus,aggregata,None,0,40,None,Mature,5-10m,7,Average,5-10m,7,None,Low,1,Good,10-20 years,Medium Vigour,1-2m,,,1,0,0101000020E610000013BFBDC689536140D8DA560E887441C0,138.610568400000005,-34.9104021,Park 10 - Warnpangga -Park Tree - Eucalyptus aggregata,North Adelaide,No,4.800000000000000,2.340000000000000,None,None,{D6EE321C-6AE4-4E96-87D3-B91AB7D0BCEF}
4661505,157518,Tree,Ghost Gum,Eucalyptus,victrix,None,0,32,None,Semi Mature,10-20m,3,Good,10-20m,7,None,Low,1,Good,> 20 years,High Vigour,1-2m,,,1,0,0101000020E6100000D4EA50F28F536140D9F7D9AF587441C0,138.611321599999997,-34.90895651,Park 10 - Warnpangga -Park Tree - Eucalyptus victrix,North Adelaide,No,3.840000000000000,2.130000000000000,None,None,{EEEFFEAB-B9F0-40E6-BE80-DC1041058E91}
4661596,157614,Tree,Black-Tea Tree,Melaleuca,bracteata,None,0,85,> 60cm,Mature,5-10m,8,Good,5-10m,8,None,Low,1,Average,> 20 years,High Vigour,2-3m,,,1,0,0101000020E610000021B1DD3D805361403D68D1964E7441C0,138.609404500000011,-34.90864835,Park 10 - Warnpangga -Park Tree - Melaleuca bracteata,North Adelaide,No,10.199999999999999,3.220000000000000,None,None,{40CBFEBD-7128-471F-8BDB-A20312E3B83D}
4661710,157742,Tree,Chinese Weeping Cypress,Cupressus,funebris,None,0,105,> 60cm,Mature,5-10m,0,Good,10-20m,0,None,Low,1,Good,> 20 years,Medium Vigour,2-3m,,,1,0,0101000020E6100000FF4F0F1BF653614013B555C5AB7741C0,138.623792199999997,-34.93492953,Park 16 - Pakapakanthi - Park Tree - Cupressus Funebris,Adelaide,No,12.600000000000000,3.520000000000000,None,None,{6566BC6F-BF26-4809-8779-3E6480179D22}
4661789,157827,Tree,Yellow Box,Eucalyptus,melliodora,None,0,31,30-45cm,Semi Mature,5-10m,0,Average,5-10m,0,None,Low,1,Good,> 20 years,High Vigour,1-2m,,,1,0,0101000020E6100000AC137E46F55361404369DA8B097841C0,138.623690839999995,-34.93779133,Park 16 - Pakapakanthi - Park Tree - Eucalyptus Melliodora,Adelaide,No,3.720000000000000,2.110000000000000,None,None,{E2430E84-DC1B-41C8-9581-59CF47342E36}
4661790,157828,Tree,Drooping Sheoak,Allocasuarina,verticillata,None,0,37,15-30cm,Semi Mature,2-5m,0,Good,<5m,0,None,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000C75FFF1AF5536140FEAC859B047841C0,138.623670099999998,-34.93764061,Park 16 - Pakapakanthi - Park Tree - Allocasuarina Verticillata,Adelaide,No,4.440000000000000,2.270000000000000,None,None,{EAEC16C2-4159-4879-990C-01BD90F73434}
4661792,157830,Removed,Sweet-Scented Hakea,Hakea,drupacea,None,0,0,None,Semi Mature,None,2,None,None,3,None,None,0,None,None,Medium Vigour,None,,,1,0,0101000020E6100000F123C852F5536140E8EDD7B60B7841C0,138.623696700000011,-34.93785749,Park 16 - Pakapakanthi - Park Tree - Hakea Drupacea,Adelaide,No,,,Previously Removed,None,{9CF9A255-8D49-44C6-A040-8FE88DA74972}
4662194,158249,Removed,Blackwood,Acacia,melanoxylon,None,0,22,None,Mature,5-10m,1,Good,5-10m,6,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E6100000B52C04DEAE536140551D6AC2937641C0,138.615096099999988,-34.92638426,Park 15 - Ityamai-Itpina -Park Tree - Acacia melanoxylon,Adelaide,No,2.640000000000000,1.820000000000000,Previously Removed,None,{BEE5786F-6196-4712-9E88-F15AFA513C95}
4662276,158340,Tree,Kangaroo Island Narrow-Leaved Mallee,Eucalyptus,cneorifolia,None,0,45,None,Mature,5-10m,12,Average,5-10m,9,None,Low,1,Average,10-20 years,High Vigour,1-2m,,,1,0,0101000020E610000052859A7C4E536140F9E33077B17441C0,138.603330900000003,-34.91166582,Park 10 - Warnpangga -Park Tree - Eucalyptus cneorifolia,North Adelaide,No,5.400000000000000,2.460000000000000,None,None,{CDCD5DB4-3148-4A23-A489-A2E1FAD2B6A5}
4662280,158344,Tree,Mexican Cypress,Cupressus,lusitanica,None,0,80,> 60cm,Mature,2-5m,12,Good,<5m,11,None,None,0,Good,> 20 years,High Vigour,2-3m,,,1,0,0101000020E6100000AD0A1EF04A5361405A0730FAC47441C0,138.602897700000000,-34.91226127,Park 10 - Warnpangga -Park Tree - Cupressus lusitanica,North Adelaide,No,9.600000000000000,3.140000000000000,None,None,{4CFFFD0A-BE11-4B74-9C37-D7E6C5624975}
4662521,158602,Tree,Red Box,Eucalyptus,polyanthemos,None,0,0,None,Semi Mature,None,2,None,None,6,None,None,0,None,None,Medium Vigour,None,,,1,0,0101000020E6100000DE808582C853614063631C2BCA7741C0,138.618226300000003,-34.93585719,Park 16 - Pakapakanthi - Park Tree - Eucalyptus Polyanthemos,Adelaide,No,,,None,None,{668B70A6-C243-4C44-B9C0-902F7CD3A6E8}
4662857,158961,Tree,Dwarf Sugar Gum,Eucalyptus,cladocalyx,"""Nana""",0,75,> 60cm,Mature,10-20m,16,Good,10-20m,13,None,Low,1,Average,10-20 years,High Vigour,2-3m,,,1,0,0101000020E6100000F6BD3C539E536140A793CF9F747641C0,138.613076799999988,-34.92543409,Park 15 - Ityamai-Itpina -Park Tree - Eucalyptus sp.,Adelaide,No,9.000000000000000,3.050000000000000,None,None,{3954041C-7B31-49D4-B451-4B87B26FFB7B}
4662930,159047,Tree,Port Jackson Pine,Callitris,rhomboidea,None,0,20,None,Mature,2-5m,1,Average,<5m,4,None,Low,1,Good,10-20 years,High Vigour,Less than 1m,,,1,0,0101000020E61000006EF0CF56AF536140A508FC23847641C0,138.615153700000008,-34.92590761,Park 15 - Ityamai-Itpina -Park Tree - Callitris rhomboidea,Adelaide,No,2.400000000000000,1.750000000000000,None,None,{0F78625E-9933-4368-B58C-E54F8F678CF2}
4662959,159087,Tree,Lombardy Poplar,Populus,nigra,italica,0,75,> 60cm,Mature,10-20m,6,Good,10-20m,15,None,Low,1,Average,None,Medium Vigour,2-3m,,,1,0,0101000020E6100000AB9055BEA55361401A8390246F7641C0,138.613982359999994,-34.92526681,Park 15 - Ityamai-Itpina -Park Tree - Populus nigra,Adelaide,No,9.000000000000000,3.050000000000000,None,None,{ED11E36A-88AE-4FF3-96D3-D23AE56D2F91}
4662979,159114,Tree,Narrow Leaved Red Mallee,Eucalyptus,leptophylla,None,0,39,None,Mature,>20m,8,Average,>20m,13,None,Low,1,Good,5-10 years,High Vigour,1-2m,,,1,0,0101000020E61000008DC34FD2B2536140DA2D97C7797641C0,138.615578800000009,-34.92559142,Park 15 - Ityamai-Itpina -Park Tree - Eucalyptus leptophylla,Adelaide,No,4.680000000000000,2.320000000000000,None,None,{647A3448-1288-4EBA-96B1-07EFD3C7D120}
4662989,159124,Tree,Fuchsia Mallee,Eucalyptus,forrestiana,None,0,0,None,Semi Mature,None,2,None,None,3,None,None,0,None,None,Low Vigour,None,,,1,0,0101000020E6100000FCE5EECEB55361403540EDE0757641C0,138.615943399999992,-34.92547237,Park 15 - Ityamai-Itpina - Park Tree - Eucalyptus Forrestiana,Adelaide,No,,,None,None,{D1CC8DC4-8A46-4323-808C-30E97E3CEBCD}
4663070,159211,Tree,Kings Park Special Bottlebrush,Callistemon,citrinus (kings park special),None,0,19,None,Semi Mature,2-5m,4,Good,<5m,4,None,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000CA4E3FA8CB536140FE54CB8C6D7641C0,138.618610499999988,-34.9252182,Park 15 - Ityamai-Itpina -Park Tree - Callistemon citrinus (kings park special),Adelaide,No,2.280000000000000,1.710000000000000,None,None,{7838FF13-F9DF-45CD-8584-2DC44A4EE343}
4663099,159240,Tree,Bushy Yate,Eucalyptus,conferruminata,None,0,24,None,Semi Mature,2-5m,7,Good,<5m,10,None,Low,1,Good,10-20 years,Medium Vigour,Less than 1m,,,1,0,0101000020E6100000CB9D3EA7C55361403340587C797641C0,138.617877600000014,-34.92558245,Park 15 - Ityamai-Itpina -Park Tree - Eucalyptus conferruminata,Adelaide,No,2.880000000000000,1.890000000000000,None,None,{A2B99EBA-0FD9-49B8-90D1-7E388AC7C055}
4663200,159346,Tree,Brown Mallet,Eucalyptus,astringens,None,0,89,> 60cm,Mature,10-20m,12,Good,10-20m,16,None,Low,1,Average,> 20 years,Medium Vigour,2-3m,,,1,0,0101000020E610000051E4FF44DB536140C8BFE855917641C0,138.620516299999991,-34.92631029,Park 15 - Ityamai-Itpina -Park Tree - Eucalyptus astringens,Adelaide,Yes,10.680000000000000,3.280000000000000,None,None,{4D529765-2A38-4D57-8AC3-DEC749458D5A}
4663460,159624,Tree,Cotoneaster,Cotoneaster,glaucophyllus,serotinus,0,10,None,Mature,2-5m,6,Good,<5m,6,None,None,0,Good,None,Medium Vigour,Less than 1m,,,1,0,0101000020E61000005658BACCBA52614047CC47AD0B7541C0,138.585302700000000,-34.91441885,Park 27 - Tulya Wardli - Park Tree - Cotoneaster Glaucophyllus 'Serotinus',North Adelaide,No,2.000000000000000,1.500000000000000,None,None,{26E40955-6412-4EF4-99D1-B73B8F98BC76}
4663462,159626,Tree,California Laurel,Umbellularia,californica,None,0,24,None,Mature,5-10m,6,Good,<5m,4,None,None,0,Good,None,Medium Vigour,Less than 1m,,,1,0,0101000020E61000008C12F417BA526140BF09C7240A7541C0,138.585216500000001,-34.91437206,Park 27 - Tulya Wardli - Park Tree - Umbellularia Californica,North Adelaide,No,2.880000000000000,1.890000000000000,None,None,{81B45872-2808-4923-A627-E60632F773A7}
4663545,159734,Tree,Narrow-Leaved Black Peppermint,Eucalyptus,nicholii,None,0,20,None,Senescent,<2m,4,Poor,<5m,8,None,None,0,Average,None,Dying Tree,Less than 1m,,,1,0,0101000020E6100000BFE2BA73B252614059FFA5140D7541C0,138.584283699999986,-34.91446169,Park 27 - Tulya Wardli - Park Tree - Eucalyptus Nicholii,North Adelaide,No,2.400000000000000,1.750000000000000,None,None,{B6D06BA6-E80E-423D-B021-4E5792E1ECA4}
4663847,160080,Tree,Cork Oak,Quercus,suber,None,0,121,> 60cm,Mature,10-20m,18,Average,10-20m,14,None,None,0,Good,None,High Vigour,Above 3m,,,1,0,0101000020E61000009F0436E7E05261405E7FB7E5487541C0,138.589954000000006,-34.91628715,Park 01 - Pirltawardli - Park Tree - Quercus Suber,North Adelaide,No,14.520000000000000,3.730000000000000,None,None,{F433795D-048A-4B83-B6E5-99ECD59F429C}
4663861,160098,Tree,Coral Tree,Erythrina,indica,None,0,56,None,Mature,5-10m,7,Good,5-10m,10,None,None,0,Good,None,High Vigour,1-2m,,,1,0,0101000020E6100000BB325EA9DD52614015F82FB54A7541C0,138.589558299999993,-34.9163424,Park 01 - Pirltawardli - Park Tree - Erythrina Indica,North Adelaide,No,6.720000000000000,2.700000000000000,None,None,{517DD6A6-2CCA-4CEB-BC14-7B78E1B729A5}
4663933,160184,Tree,Karo,Pittosporum,crassifolium,None,0,17,None,Mature,5-10m,4,Good,<5m,5,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E6100000825E132DD452614083488E8D237541C0,138.588400400000012,-34.91514749,Park 01 - Pirltawardli - Park Tree - Pittosporum Crassifolium,North Adelaide,No,2.040000000000000,1.640000000000000,None,None,{58EA929E-409C-4263-BC24-512FC1165AB3}
4663973,160230,Tree,Tuart,Eucalyptus,gomphocephala,None,0,33,None,Mature,5-10m,5,Good,5-10m,15,None,None,0,Good,None,Medium Vigour,1-2m,,,1,0,0101000020E61000000E322482CC526140336FF683117541C0,138.587464399999988,-34.91459703,Park 01 - Pirltawardli - Park Tree - Eucalyptus Gomphocephala,North Adelaide,No,3.960000000000000,2.160000000000000,None,None,{3C0E6CFF-4E64-4A15-8197-2ED8C3B235BB}
4664004,160267,Tree,Algerian Oak,Quercus,canariensis,None,0,50,None,Mature,None,14,Good,5-10m,12,None,None,0,Good,None,High Vigour,1-2m,,,1,0,0101000020E6100000AB37B412C452614027188C19FA7441C0,138.586434700000012,-34.91388244,Park 01 - Pirltawardli - Park Tree - Quercus Canariensis,North Adelaide,No,6.000000000000000,2.570000000000000,None,None,{8E4EB59E-CB9B-4BA4-A023-CBA69D246715}
4664117,160387,Tree,Sydney Blue Gum,Eucalyptus,saligna,None,0,55,None,Mature,10-20m,12,Average,10-20m,15,None,None,0,Average,None,Low Vigour,1-2m,,,1,0,0101000020E61000001D07B9E6E9526140126B1238697541C0,138.591052399999995,-34.91727353,Park 01 - Pirltawardli - Park Tree - Eucalyptus Saligna,North Adelaide,No,6.600000000000000,2.680000000000000,None,None,{20275B53-260C-4072-A7C9-86C1525FBC0F}
4664229,160505,Tree,Crimson Mallee Box,Eucalyptus,lansdowneana,None,0,19,None,Mature,5-10m,5,Poor,<5m,5,None,None,0,Good,None,Low Vigour,Less than 1m,,,1,0,0101000020E6100000BF95911FD6526140159392793F7541C0,138.588638099999997,-34.9159996,Park 01 - Pirltawardli - Park Tree - Eucalyptus Lansdowneana,North Adelaide,No,2.280000000000000,1.710000000000000,None,None,{E9CBEBA5-CAF9-4A6D-8149-4BF976CD59E6}
4664317,160603,Tree,Manna Ash,Fraxinus,ornus,None,0,20,None,Juvenile,5-10m,4,Good,5-10m,7,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E6100000D42247DFC9526140482402BC227541C0,138.587142599999993,-34.91512251,Park 01 - Pirltawardli - Park Tree - Fraxinus Ornus,North Adelaide,No,2.400000000000000,1.750000000000000,None,None,{EF45C80E-75A4-4F1D-872A-EB65EA10ED56}
4664319,160605,Tree,White Ash,Fraxinus,americana,None,0,19,None,Mature,5-10m,6,Good,5-10m,9,None,None,0,Average,None,Medium Vigour,Less than 1m,,,1,0,0101000020E6100000A51710B5C8526140E23C5AA4227541C0,138.587000399999994,-34.91511969,Park 01 - Pirltawardli - Park Tree - Fraxinus Americana,North Adelaide,No,2.280000000000000,1.710000000000000,None,None,{438DD33C-E9D8-4092-8719-ECFDFE73773C}
4664322,160616,Tree,Broughton Willow,Acacia,salicina,None,0,39,None,Mature,5-10m,2,Average,5-10m,5,None,None,0,Average,None,High Vigour,1-2m,,,1,0,0101000020E6100000A609DB4FC65261408B67B7331F7541C0,138.586707999999987,-34.91501471,Park 01 - Pirltawardli - Park Tree - Acacia Salicina,North Adelaide,No,4.680000000000000,2.320000000000000,None,None,{B61F300B-7C20-47AD-ABF4-4C6C5A90D777}
4664350,160656,Tree,Coarse-Leaved Mallee,Eucalyptus,grossa,None,0,10,None,Juvenile,2-5m,6,Average,<5m,4,None,None,0,Average,None,High Vigour,Less than 1m,,,1,0,0101000020E6100000F7C54A71BA526140773AE33DFF7441C0,138.585259100000002,-34.91403936,Park 01 - Pirltawardli - Park Tree - Eucalyptus Grossa,North Adelaide,No,2.000000000000000,1.500000000000000,None,None,{2EDA36A9-75E2-412A-8405-776C6295B8BC}
4664453,160798,Tree,Tarata,Pittosporum,eugenoides,None,0,29,None,Mature,5-10m,5,Good,<5m,8,None,None,0,Good,None,Medium Vigour,Less than 1m,,,1,0,0101000020E61000000F1B7629BF5261408D919158F77441C0,138.585835199999991,-34.9137984,Park 01 - Pirltawardli - Park Tree - Pittosporum Eugenioides,North Adelaide,No,3.480000000000000,2.050000000000000,None,None,{AC375EC2-28C0-4076-8B0E-2471503831C3}
4664508,160859,Tree,Golden Wreath Wattle,Acacia,saligna,None,0,46,None,Senescent,None,8,Good,5-10m,6,None,None,0,Average,None,High Vigour,1-2m,,,1,0,0101000020E61000008F3DD6E7C55261402ACDDE00D07441C0,138.586658400000005,-34.91259776,Park 01 - Pirltawardli - Park Tree - Acacia Saligna,North Adelaide,No,5.520000000000000,2.490000000000000,None,None,{F230C972-D2DF-4245-8AEC-77DA31B0AE0C}
4664596,160952,Tree,Narrow-Leaved Bottlebrush,Callistemon,linearis,None,0,10,None,Juvenile,<2m,4,Good,<5m,4,None,None,0,Good,None,Medium Vigour,Less than 1m,,,1,0,0101000020E6100000960A2AAABE52614056D28A6FA87441C0,138.585774500000014,-34.91139025,Park 01 - Pirltawardli - Park Tree - Callistemon Linearis,North Adelaide,No,2.000000000000000,1.500000000000000,None,None,{F7805F2D-8206-4BE1-A75E-5CEBAC84BC99}
4664631,160989,Tree,Prickly-leaved Paperbark,Melaleuca,nodosa,None,0,36,None,Mature,2-5m,8,Good,<5m,6,None,None,0,Good,None,Medium Vigour,1-2m,,,1,0,0101000020E6100000163DA6A4BD526140C55CCE7CB97441C0,138.585649799999999,-34.91191063,Park 01 - Pirltawardli - Park Tree - Leptospermum Laevigatum,North Adelaide,No,4.320000000000000,2.240000000000000,None,None,{C6259975-5FEA-41FB-B83E-0C09CB1B31BD}
4664923,161312,Tree,River Yate,Eucalyptus,macrandra,None,0,7,None,Juvenile,2-5m,8,Good,<5m,9,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E6100000AA40D24C9C5261403E80FBF0627441C0,138.581579599999998,-34.90926945,Park 01 - Pirltawardli - Park Tree - Eucalyptus Macrandra,North Adelaide,No,2.000000000000000,1.500000000000000,None,None,{C1FD4528-0AD6-4F86-A09B-0B66F382F417}
4665083,161490,Tree,Iron Bark Mallee,Eucalyptus,indurata,None,0,67,> 60cm,Mature,10-20m,9,Good,10-20m,15,None,None,0,Good,None,High Vigour,2-3m,,,1,0,0101000020E6100000DF3BC5053B5361406C92821B677841C0,138.600954900000005,-34.94064659,Park 20 - Kurangga -Park Tree - Eucalyptus indurata,Adelaide,No,8.039999999999999,2.910000000000000,None,None,{55E92844-86EF-42B6-B158-C69287EB646E}
4665250,161715,Tree,Green Mallee,Eucalyptus,viridis,None,0,5,None,Juvenile,2-5m,11,Good,<5m,6,None,None,0,Average,None,Medium Vigour,Less than 1m,,,1,0,0101000020E6100000EF528FD97E5361402AF40BC0D07441C0,138.609234600000008,-34.91262055,Park 11 - Tainmuntilla -Park Tree - Eucalyptus viridis,North Adelaide,No,2.000000000000000,1.500000000000000,None,None,{5244CAA7-FA58-44EF-8ABC-665BFA233DCB}
4665266,161735,Tree,Blackbutt,Eucalyptus,pilularis,None,0,30,None,Mature,5-10m,10,Poor,5-10m,12,None,None,0,Good,None,Medium Vigour,Less than 1m,,,1,0,0101000020E61000005BF514947D536140AC2C5D03D37441C0,138.609079400000013,-34.91268961,Park 11 - Tainmuntilla -Park Tree - Eucalyptus pilularis,North Adelaide,No,3.600000000000000,2.080000000000000,None,None,{3F49119B-70BD-40E8-BB93-C94F2869598B}
4665330,161812,Tree,Yate,Eucalyptus,cornuta,None,0,30,None,Mature,5-10m,8,Good,5-10m,9,None,None,0,Good,None,Medium Vigour,Less than 1m,,,1,0,0101000020E61000007B922A408A53614079256649C27441C0,138.610626300000007,-34.91217916,Park 11 - Tainmuntilla -Park Tree - Eucalyptus cornuta,North Adelaide,No,3.600000000000000,2.080000000000000,None,None,{1C06642B-4DD8-4395-BCEE-298BA0D44F39}
4665353,161838,Tree,Green Mallet,Eucalyptus,clivicola,None,0,70,> 60cm,Mature,10-20m,16,Poor,10-20m,16,None,None,0,Good,None,High Vigour,2-3m,,,1,0,0101000020E61000001B97169A90536140A8D73573AB7441C0,138.611401599999994,-34.91148224,Park 11 - Tainmuntilla -Park Tree - Eucalyptus clivicola,North Adelaide,No,8.400000000000000,2.970000000000000,None,None,{2A3E9E95-CCAB-4808-921F-A5850FBBC4BC}
4665459,161961,Tree,Tasmanian Blue Gum,Eucalyptus,globulus,None,0,20,None,Senescent,5-10m,5,Poor,5-10m,8,None,None,0,Average,None,Low Vigour,Less than 1m,,,1,0,0101000020E6100000827B54B292536140DCB37426697441C0,138.611657299999990,-34.90945893,Park 11 - Tainmuntilla -Park Tree - Dead Tree,North Adelaide,No,2.400000000000000,1.750000000000000,None,None,{B99F8AC8-4CC7-4DEC-965E-878BAA242758}
4665507,162037,Tree,Flinders Ranges Wattle,Acacia,iteaphylla,None,0,3,None,Juvenile,2-5m,4,Good,<5m,5,None,None,0,Good,None,Dying Tree,Less than 1m,,,1,0,0101000020E610000022F88491835361409E96FEA9E17441C0,138.609810600000003,-34.91313672,Park 11 - Tainmuntilla -Park Tree - Acacia iteaphylla,Adelaide,No,2.000000000000000,1.500000000000000,None,None,{3237CBFA-896F-49E1-863D-0BA3AC575C84}
4665508,162038,Tree,Kangaroo Thorn,Acacia,paradoxa,None,0,15,None,Juvenile,2-5m,4,Poor,<5m,4,None,None,0,Good,None,Dying Tree,Less than 1m,,,1,0,0101000020E6100000DEB5DF35835361409EC0C7A2E17441C0,138.609766900000011,-34.91313586,Park 11 - Tainmuntilla -Park Tree - Acacia paradoxa,Adelaide,No,2.000000000000000,1.550000000000000,None,None,{6187692E-4112-4C74-A543-00B174525BF5}
4665724,162290,Removed,Stump,Stump,stump,None,0,0,None,None,None,0,None,None,0,None,None,0,None,None,Medium Vigour,None,,,1,0,0101000020E6100000AFFFDF7DBA536140D44C10D8C97641C0,138.616515099999987,-34.92803479,Park 16 - Pakapakanthi - Park Tree - Stump Stump 'Stump',Adelaide,No,,,Other,None,{B8908DE2-8110-4C1B-82CE-70902D19C436}
4666284,162859,Removed,Cootamundra Wattle,Acacia,baileyana,None,0,0,None,Senescent,None,6,None,None,5,None,None,0,None,None,Medium Vigour,None,,,1,0,0101000020E610000086AA984ABF536140D38BF39A4B7741C0,138.617100999999991,-34.93199479,Park 16 - Pakapakanthi - Park Tree - Acacia Baileyana,Adelaide,No,,,Dead,None,{91BAC520-DB66-426D-80AE-862A69738ABD}
4666494,163093,Tree,Southern Cypress Pine,Callitris,gracilis,None,0,15,< 15cm,Semi Mature,2-5m,1,Poor,<5m,2,None,Low,1,Good,< 5 years,Medium Vigour,Less than 1m,,,1,0,0101000020E61000009DA83A1EB2536140A763E7D0967641C0,138.615492929999988,-34.92647754,Park 15 - Ityamai-Itpina -Park Tree - Acacia pycnantha,Adelaide,No,2.000000000000000,1.550000000000000,None,None,{177B1B9D-3E62-45F1-A119-9C3ED5C6BA44}
4666496,163100,Tree,Sallow Wattle,Acacia,longifolia,None,0,12,< 15cm,Semi Mature,2-5m,2,Poor,<5m,2,None,Low,1,Good,< 5 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000083EA300B35361407DE439CF967641C0,138.615600889999996,-34.92647734,Park 15 - Ityamai-Itpina -Park Tree - Acacia longifolia,Adelaide,No,2.000000000000000,1.500000000000000,None,None,{7AE1E72E-F5C4-4778-9589-28877D359DCA}
4666596,163220,Tree,Lemon Bottlebrush,Callistemon,pallidus,None,0,12,< 15cm,Mature,2-5m,4,Good,<5m,3,None,Low,1,Good,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000CD3CB9A6C0536140D462535BA87641C0,138.617266999999998,-34.92701284,Park 15 - Ityamai-Itpina -Park Tree - Callistemon pallidus,Adelaide,No,2.000000000000000,1.500000000000000,None,None,{EB4581DF-7C76-48A9-B611-B790B88C4936}
4666710,163340,Tree,Crimson Bottlebrush,Callistemon,citrinus,None,0,21,15-30cm,Semi Mature,5-10m,4,Good,5-10m,3,None,Low,1,Average,> 20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000513EF328CB536140999891EEA57641C0,138.618549800000011,-34.92693884,Park 15 - Ityamai-Itpina -Park Tree - Callistemon citrinus,Adelaide,No,2.520000000000000,1.790000000000000,None,None,{F3029440-8858-43BE-8575-0672F25EB2D5}
4667021,163697,Tree,White Willow,Salix,alba,None,0,110,> 60cm,Senescent,None,12,Poor,5-10m,11,None,None,0,Average,None,Low Vigour,Above 3m,,,1,0,0101000020E61000007BC03C64CA52614038164EB16E7541C0,138.587206000000009,-34.91744057,Park 27 - Tulya Wardli - Park Tree - Salix Alba 'Salix Alba',North Adelaide,No,13.199999999999999,3.590000000000000,None,None,{0C96FBC5-42C1-4BCB-B9C4-6F4534728BD5}
4667055,163734,Tree,Lacebark Tree,Brachychiton,discolor,None,0,34,None,Mature,5-10m,5,Average,<5m,6,None,None,0,Good,None,High Vigour,1-2m,,,1,0,0101000020E610000034034B64D55261403476B269DF7441C0,138.588548800000012,-34.91306802,Park 01 - Pirltawardli - Park Tree - Brachychiton Acerifolius,North Adelaide,No,4.080000000000000,2.190000000000000,None,None,{9B6FED1C-FBA8-4C0F-AE0A-EA94B8447C3D}
4667074,163754,Tree,Brittle Gum,Eucalyptus,minnifera,None,0,78,> 60cm,Mature,10-20m,11,Good,10-20m,15,None,None,0,Good,None,High Vigour,2-3m,,,1,0,0101000020E6100000D9BE36D1DD5261407BE5726A047541C0,138.589577300000002,-34.91419726,Park 01 - Pirltawardli - Park Tree - Eucalyptus Mannifera,North Adelaide,No,9.359999999999999,3.100000000000000,None,None,{4D8C68AB-3363-47CC-9B12-995519597AFA}
4667255,163956,Tree,Black She-Oak,Allocasuarina,littoralis,None,0,110,> 60cm,Senescent,None,14,Good,10-20m,15,None,None,0,Average,None,Medium Vigour,Above 3m,,,1,0,0101000020E6100000A3F66C67E9526140894C8E75D07441C0,138.590991699999989,-34.91261167,Park 01 - Pirltawardli - Park Tree - Allocasuarina Littoralis,North Adelaide,No,13.199999999999999,3.590000000000000,None,None,{23C5B890-023C-42A6-B11E-6634D12AA111}
4667259,163963,Tree,Weeping Pittosporum,Pittosporum,phillyreoides,None,0,3,None,Young,<2m,4,Good,<5m,5,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E6100000F7B2486EE852614067521A9CCE7441C0,138.590872899999994,-34.91255523,Park 01 - Pirltawardli - Park Tree - Acacia Pycnantha,North Adelaide,No,2.000000000000000,1.500000000000000,None,None,{DFC62D6A-400B-48C9-8555-A2AD6FA87E47}
4667314,164028,Tree,Golden Poplar,Populus,x canadensis,None,0,50,None,Mature,5-10m,6,Average,10-20m,18,None,None,0,Average,None,Low Vigour,1-2m,,,1,0,0101000020E61000006D40DF71E5526140F3E19B9EDE7441C0,138.590508400000004,-34.91304381,Park 01 - Pirltawardli - Park Tree - Populus X Canadensis,North Adelaide,No,6.000000000000000,2.570000000000000,None,None,{18BCC6BF-4A17-4AE4-99CC-030113951695}
4667339,164057,Tree,Puriri,Vitex,lucens,None,0,29,None,Mature,5-10m,7,Good,<5m,5,None,None,0,Good,None,High Vigour,Less than 1m,,,1,0,0101000020E610000081CA9D3EE7526140E8E8C8FCE97441C0,138.590728100000007,-34.91339073,Park 01 - Pirltawardli - Park Tree - Vitex Lucens,North Adelaide,No,3.480000000000000,2.050000000000000,None,None,{0C3EF6CA-1CC5-44D2-8B9D-05CEDD152D1B}
4667340,164058,Tree,No Common Name,Vitus,sp.,None,0,0,None,Mature,None,5,None,None,3,None,None,0,None,None,Dying Tree,None,,,1,0,0101000020E6100000459BE3DCE652614010B4E134ED7441C0,138.590681499999988,-34.91348897,Park 01 - Pirltawardli - Park Tree - Vitus Sp.,North Adelaide,No,,,None,None,{B75DCC16-4CD3-42B3-B19D-58F666DBF63D}
4667493,164217,Tree,White Cedar,Thuja,occidentalis,None,0,27,None,Mature,2-5m,4,Average,5-10m,7,None,None,0,Average,None,Low Vigour,Less than 1m,,,1,0,0101000020E610000003610212E85261401A26C75BB67441C0,138.590828899999991,-34.91181514,Park 01 - Pirltawardli - Park Tree - Thuja Sp.,North Adelaide,No,3.240000000000000,1.990000000000000,None,None,{3C158EA1-4748-412A-A496-85FA8214CEDD}
